bootstrap_rep,path,path_type,K_Y_h8,K_G_h8,scenario,scenario_sign,dsa_margin_2036,direct_dy_margin_2036,Y_shortfall_2036,direct_pb_2036
19,trade,retained_single_feature,3.135174776375994,0.7781400774830929,three_1pp_expansion_2028_2030,expansion,-9.582894560787054,-11.112719977433866,-7.375105114854499,-2.1263812223112586
19,liq,retained_single_feature,3.9137238859841776,0.8272369322399895,three_1pp_cut_2028_2030,cut,16.43577937793968,12.380254103746047,9.41375108318359,2.3240279966880886
19,liq,retained_single_feature,3.9137238859841776,0.8272369322399895,three_1pp_expansion_2028_2030,expansion,-14.716513444026006,-12.380254103746047,-9.41375108318359,-2.3240279966880886
19,debt,retained_single_feature,3.086748253818962,0.7242234898811922,three_1pp_cut_2028_2030,cut,10.594884179113976,10.779200771209846,7.366344204489339,2.064502455869028
19,debt,retained_single_feature,3.086748253818962,0.7242234898811922,three_1pp_expansion_2028_2030,expansion,-9.644403764446537,-10.779200771209846,-7.366344204489339,-2.064502455869028
20,trade,retained_single_feature,2.316271968768003,0.7402151483745529,three_1pp_cut_2028_2030,cut,6.808971260861711,-0.10037992503126414,5.766911543207541,2.1616548961717132
20,trade,retained_single_feature,2.316271968768003,0.7402151483745529,three_1pp_expansion_2028_2030,expansion,-6.358610992346968,0.10037992503126414,-5.766911543207541,-2.1616548961717132
20,liq,retained_single_feature,2.8528425640133706,0.7815073794560795,three_1pp_cut_2028_2030,cut,11.56133496988464,2.085853149841307,7.394947554814558,2.3025259136357143
20,liq,retained_single_feature,2.8528425640133706,0.7815073794560795,three_1pp_expansion_2028_2030,expansion,-10.738247299939474,-2.085853149841307,-7.394947554814558,-2.3025259136357143
20,debt,retained_single_feature,2.2745128790344977,0.7384629787816092,three_1pp_cut_2028_2030,cut,6.461856363267131,1.185535382829983,5.796693072103434,2.1853532292245452
20,debt,retained_single_feature,2.2745128790344977,0.7384629787816092,three_1pp_expansion_2028_2030,expansion,-6.017250456960596,-1.185535382829983,-5.796693072103434,-2.1853532292245452
21,trade,retained_single_feature,1.2592618430332996,0.7642269954238659,three_1pp_cut_2028_2030,cut,-1.513787263657349,2.9263759667627225,3.19110879734235,2.1891187463029746
21,trade,retained_single_feature,1.2592618430332996,0.7642269954238659,three_1pp_expansion_2028_2030,expansion,1.6535464646424032,-2.9263759667627225,-3.19110879734235,-2.1891187463029746
21,liq,retained_single_feature,1.4642197924348284,0.8150577544277701,three_1pp_cut_2028_2030,cut,-0.6831798055875993,5.005499312364005,3.8707865784568707,2.338965563099603
21,liq,retained_single_feature,1.4642197924348284,0.8150577544277701,three_1pp_expansion_2028_2030,expansion,0.8583286260041803,-5.005499312364005,-3.8707865784568707,-2.338965563099603
21,debt,retained_single_feature,1.8603077153890348,0.821026924079773,three_1pp_cut_2028_2030,cut,4.942242687823537,6.315172052395138,5.532586010839415,2.2966297755788947
21,debt,retained_single_feature,1.8603077153890348,0.821026924079773,three_1pp_expansion_2028_2030,expansion,-4.568096109472208,-6.315172052395138,-5.532586010839415,-2.2966297755788947
22,trade,retained_single_feature,2.4579903599430075,0.8879297198033079,three_1pp_cut_2028_2030,cut,9.97258269491229,1.335364560751564,6.213165387103388,2.389353071443007
22,trade,retained_single_feature,2.4579903599430075,0.8879297198033079,three_1pp_expansion_2028_2030,expansion,-9.468700569198603,-1.335364560751564,-6.213165387103388,-2.389353071443007
22,liq,retained_single_feature,2.6409446253373456,0.9418958058610686,three_1pp_cut_2028_2030,cut,9.574727889531829,0.07028254896346284,6.961419063883243,2.617035325162299
22,liq,retained_single_feature,2.6409446253373456,0.9418958058610686,three_1pp_expansion_2028_2030,expansion,-8.870763118837857,-0.07028254896346284,-6.961419063883243,-2.617035325162299
22,debt,retained_single_feature,1.8445103340010822,0.8329728499419794,three_1pp_cut_2028_2030,cut,2.9815795678564,-1.215652071403009,4.703972785168924,2.3440702867142114
22,debt,retained_single_feature,1.8445103340010822,0.8329728499419794,three_1pp_expansion_2028_2030,expansion,-2.7138600218778066,1.215652071403009,-4.703972785168924,-2.3440702867142114
23,trade,retained_single_feature,1.4500901105257538,0.9663673752351489,three_1pp_cut_2028_2030,cut,-6.701067233123354,5.471401159480386,2.563983633785965,2.4779090447349024
23,trade,retained_single_feature,1.4500901105257538,0.9663673752351489,three_1pp_expansion_2028_2030,expansion,6.726677157658415,-5.471401159480386,-2.563983633785965,-2.4779090447349024
23,liq,retained_single_feature,2.62076961139332,0.9538563054369585,three_1pp_cut_2028_2030,cut,4.620502403415742,5.976714013504509,6.838704838086697,2.6424223140612697
23,liq,retained_single_feature,2.62076961139332,0.9538563054369585,three_1pp_expansion_2028_2030,expansion,-4.072295454129872,-5.976714013504509,-6.838704838086697,-2.6424223140612697
23,debt,retained_single_feature,1.8632668899702343,0.9182149550393405,three_1pp_cut_2028_2030,cut,0.4367773570585314,2.996680839316481,5.18467606671685,2.522672346742096
