feature_set,features,horizon,response_type,dep_col,scale_col,nobs,country_n,year_min,year_max,rank,regressor_count,profile_country,profile_year,status,profile_z_values,beta_dep,se_beta_dep,p_beta_dep,beta_scale,se_beta_scale,p_beta_scale,denom_t,ratio,se_ratio,p_ratio,cumulative_ratio,cumulative_label
debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",0.040509232354239595,0.0008544815034386552,0.0,0.040509232354239595,0.0008544815034386552,0.0,47.40796868184968,1.0,2.0702616320724347e-18,0.0,1.0,K_G_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-0.0036973652737642524,0.003644761234115138,0.31037628905570736,0.04055195428391706,0.0008618891525694543,0.0,47.05008081726522,-0.09117600715067463,0.0894934408432189,0.30829745022158317,0.9088239928493254,K_G_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-0.0064341801494696175,0.0022476718257967805,0.0042018372409187155,0.04055769480735318,0.0008749268957933301,0.0,46.35552410419153,-0.15864264919472418,0.05522159304765404,0.004068036320617585,0.7501813436546012,K_G_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-0.0038422063333456873,0.0033453982465347677,0.2507601846111871,0.040577839529701454,0.0009328938834728792,0.0,43.49673660485643,-0.09468730661555642,0.08068550989597349,0.2405811472710795,0.6554940370390447,K_G_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-0.0025784199844140865,0.0021264659592084537,0.22530664898940467,0.0404768966959115,0.0009642937174376469,0.0,41.97569263799421,-0.06370102934977542,0.05148629711273551,0.21599710807775074,0.5917930076892693,K_G_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-3.4922373587586074e-06,0.002647699140605655,0.9989476140168003,0.0405602353669796,0.000951453499306194,0.0,42.62976109348106,-8.61000269638885e-05,0.06527949687447966,0.9989476349302548,0.5917069076623055,K_G_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",0.000694883989462034,0.0013210114323627287,0.5988713889115374,0.040672719813541654,0.0009790214966487341,0.0,41.54425612999051,0.01708476818485785,0.03240758420601937,0.5980656404107056,0.6087916758471633,K_G_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",0.0010499518825976839,0.00231789556388599,0.650565768226889,0.04089853108957126,0.0009690434673397755,0.0,42.20505319729999,0.02567211717942143,0.056227174542643414,0.6479740590564789,0.6344637930265847,K_G_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",0.005557093871556756,0.0016276993258121902,0.0006399804707608592,0.04116795724735648,0.000923049578308772,0.0,44.599941557619424,0.1349859027050363,0.040968352877618505,0.0009846289452963841,0.769449695731621,K_G_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",0.04314781256494312,0.011353729962115738,0.00014450907208329866,0.040509232354239595,0.0008544815034386552,0.0,47.40796868184968,1.065135280462242,0.284302318228685,0.00017932743491466674,1.065135280462242,K_Y_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",0.02470970323373914,0.01622330950132452,0.12773398903445177,0.04055195428391706,0.0008618891525694543,0.0,47.05008081726522,0.6093344616818882,0.40555360192736734,0.1329742801086753,1.6744697421441304,K_Y_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,2,output_over_initial_investment,y_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-0.0038497343394661753,0.010225149266791592,0.7065477131613771,0.04055769480735318,0.0008749268957933301,0.0,46.35552410419153,-0.09491994941409272,0.2520566790314816,0.7064844402056116,1.5795497927300375,K_Y_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-0.015353494281136236,0.01316081111061152,0.24336911780991777,0.040577839529701454,0.0009328938834728792,0.0,43.49673660485643,-0.37837140811545805,0.3193567421262014,0.23609957890166933,1.2011783846145794,K_Y_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-0.002118363763298755,0.021885057011679872,0.9228892066925316,0.0404768966959115,0.0009642937174376469,0.0,41.97569263799421,-0.052335132784839394,0.5401387071969448,0.9228121426310523,1.14884325182974,K_Y_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,5,output_over_initial_investment,y_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-0.0025051054505862607,0.010962162274359212,0.8192397315152387,0.0405602353669796,0.000951453499306194,0.0,42.62976109348106,-0.06176259649187554,0.2710441045005461,0.8197479470823432,1.0870806553378645,K_Y_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-0.01133639677657877,0.007529702539558581,0.1321809200155526,0.040672719813541654,0.0009790214966487341,0.0,41.54425612999051,-0.27872236792987737,0.18355971903957524,0.12890633042881516,0.8083582874079872,K_Y_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",-7.86890854546021e-05,0.015723131107362388,0.9960068675973053,0.04089853108957126,0.0009690434673397755,0.0,42.20505319729999,-0.0019240076197911927,0.3844654835226246,0.9960071069239538,0.806434279788196,K_Y_cumulative
debt+log_gdp_pc,debt|log_gdp_pc,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,POL,2025,OK,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}",0.005263722776586352,0.005741153433906966,0.3592261542843689,0.04116795724735648,0.000923049578308772,0.0,44.599941557619424,0.1278597027527848,0.13829257021606864,0.3551951136997187,0.9342939825409808,K_Y_cumulative
linear_benchmark,,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,6,6,POL,2025,OK,{},0.04109367031598943,0.0011372286658322649,0.0,0.04109367031598943,0.0011372286658322649,0.0,36.13492303758945,1.0,1.343044970493872e-18,0.0,1.0,K_G_cumulative
linear_benchmark,,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,6,6,POL,2025,OK,{},0.00022489677925345732,0.0035692673553323687,0.9497591563402947,0.04111631348948037,0.0011426274188832805,0.0,35.98400739382257,0.005469770029625766,0.08685166040848517,0.9497837831417,1.0054697700296258,K_G_cumulative
linear_benchmark,,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,6,6,POL,2025,OK,{},-0.0067715497211814895,0.0021330424787533286,0.001500448602848703,0.04112632219059709,0.0012221228155918468,0.0,33.651546036050824,-0.16465245031635,0.05085558134099494,0.0012051958309753363,0.8408173197132758,K_G_cumulative
linear_benchmark,,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,6,6,POL,2025,OK,{},-0.005023662500611646,0.0026481601991948044,0.05782282468090716,0.04119063149623016,0.0012625443557261963,0.0,32.625096543667915,-0.1219612887234181,0.06198720509033468,0.04912287824989359,0.7188560309898576,K_G_cumulative
linear_benchmark,,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,6,6,POL,2025,OK,{},-0.0013285052104433297,0.0023581269442100794,0.573180872616049,0.04110237230853967,0.0012716212553440598,0.0,32.322810062984274,-0.03232186211712436,0.056658144792119426,0.568357883772644,0.6865341688727333,K_G_cumulative
linear_benchmark,,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,6,6,POL,2025,OK,{},0.00011101575441064509,0.0010535076643606559,0.9160764569553113,0.041309130297201284,0.0011880031038093476,0.0,34.77190435340027,0.0026874386754679866,0.02548806488079558,0.9160273899786899,0.6892216075482013,K_G_cumulative
linear_benchmark,,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,6,6,POL,2025,OK,{},-0.0008222061002535526,0.0017138614223781155,0.6314130194647554,0.041438699547203944,0.0011758867757433412,0.0,35.24038232423212,-0.01984150345541021,0.04168429139518721,0.6340781250856304,0.669380104092791,K_G_cumulative
linear_benchmark,,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,6,6,POL,2025,OK,{},0.0016766659954865427,0.0016991369906023486,0.323752926690696,0.04182831864495292,0.0010273545970021262,0.0,40.71458751146889,0.0400844702776226,0.040145005746089354,0.3180408031887296,0.7094645743704137,K_G_cumulative
linear_benchmark,,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,6,6,POL,2025,OK,{},0.002814625705574477,0.001690363644092497,0.09589266492247672,0.0422665830928084,0.000896238937358038,0.0,47.159949574834584,0.06659222249866187,0.04069426314096746,0.10175522953559879,0.7760567968690756,K_G_cumulative
linear_benchmark,,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,6,6,POL,2025,OK,{},0.047766468620345594,0.010735915521911893,8.61820095776622e-06,0.04109367031598943,0.0011372286658322649,0.0,36.13492303758945,1.1623801975595205,0.25578726099559224,5.51118239933146e-06,1.1623801975595205,K_Y_cumulative
linear_benchmark,,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,6,6,POL,2025,OK,{},0.03856265802623402,0.012761164174082594,0.002512132845353676,0.04111631348948037,0.0011426274188832805,0.0,35.98400739382257,0.9378919157258663,0.3163841971967544,0.003032656887048235,2.1002721132853868,K_Y_cumulative
linear_benchmark,,2,output_over_initial_investment,y_dyn_h2,gi_dyn0,531,27,2004,2023,6,6,POL,2025,OK,{},0.005679249160775748,0.010102363902218192,0.5739999802163571,0.04112632219059709,0.0012221228155918468,0.0,33.651546036050824,0.13809280427400392,0.24697155649504612,0.5760630603420243,2.2383649175593905,K_Y_cumulative
linear_benchmark,,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,6,6,POL,2025,OK,{},-0.010425792102750814,0.011470877502362892,0.36340698481629685,0.04119063149623016,0.0012625443557261963,0.0,32.625096543667915,-0.25311076145324457,0.2731947926996596,0.3541942095305537,1.985254156106146,K_Y_cumulative
linear_benchmark,,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,6,6,POL,2025,OK,{},-0.0075641219909315435,0.012854934334982334,0.5562492927767608,0.04110237230853967,0.0012716212553440598,0.0,32.322810062984274,-0.18403127523031018,0.3089439333577553,0.5513899883239906,1.801222880875836,K_Y_cumulative
linear_benchmark,,5,output_over_initial_investment,y_dyn_h5,gi_dyn0,456,27,2004,2020,6,6,POL,2025,OK,{},0.0012546929516758564,0.00419091421863072,0.7646470161452803,0.041309130297201284,0.0011880031038093476,0.0,34.77190435340027,0.030373259922174215,0.10134190226441822,0.764397780067205,1.8315961407980101,K_Y_cumulative
linear_benchmark,,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,6,6,POL,2025,OK,{},0.0013193412486232276,0.004551577554451838,0.771919817617031,0.041438699547203944,0.0011758867757433412,0.0,35.24038232423212,0.031838384482127155,0.11017525936838944,0.7725971130453708,1.8634345252801372,K_Y_cumulative
linear_benchmark,,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,6,6,POL,2025,OK,{},0.005712355310127662,0.006748899183907617,0.39732244624259416,0.04182831864495292,0.0010273545970021262,0.0,40.71458751146889,0.13656669680211794,0.15915807648723426,0.3908610064608926,2.0000012220822554,K_Y_cumulative
linear_benchmark,,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,6,6,POL,2025,OK,{},0.009528220492059375,0.0055640892348976885,0.08681390774236264,0.0422665830928084,0.000896238937358038,0.0,47.159949574834584,0.22543152994263657,0.12730049253172776,0.07658375059828826,2.2254327520248918,K_Y_cumulative
liq,liq,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.042140149843908466,0.001138000221967518,0.0,0.042140149843908466,0.001138000221967518,0.0,37.03000142746129,1.0,4.080872965670034e-20,0.0,1.0,K_G_cumulative
liq,liq,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.0013166428495105143,0.003236497267258293,0.6841467707647635,0.04215653766809654,0.0011459637960057642,0.0,36.78697164346062,0.031232234010216894,0.07712825878006378,0.6855224070436488,1.031232234010217,K_G_cumulative
liq,liq,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",-0.007827145785920206,0.002000653771145131,9.142350753288397e-05,0.042148850481594925,0.0012164377362031279,0.0,34.64941051003096,-0.18570247341236681,0.046221652468883545,5.878114046686811e-05,0.84552976059785,K_G_cumulative
liq,liq,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",-0.0053950554654205694,0.002660810195041458,0.0426012151632682,0.04218870530702177,0.0011892300030108016,0.0,35.47564827679392,-0.1278791426795131,0.061291887905429346,0.036942777482216194,0.717650617918337,K_G_cumulative
liq,liq,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",-0.0010065909690777823,0.002530646980103366,0.6908068642810739,0.042086770917552106,0.0011460740697626466,0.0,36.72255749252606,-0.02391703965718092,0.05971939777214473,0.6887954249305388,0.693733578261156,K_G_cumulative
liq,liq,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",7.250606595461044e-05,0.0011125851114646063,0.948039438174729,0.04221692830790338,0.0010218405986606742,0.0,41.314592866281764,0.0017174642699202885,0.02633739308914321,0.9480067125710154,0.6954510425310764,K_G_cumulative
liq,liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",-0.0006858154598380658,0.001671732251983428,0.6816281368469848,0.04235727202524888,0.0009501131227679609,0.0,44.581293543077905,-0.016191209373192305,0.03971635519374215,0.6835151729834532,0.6792598331578841,K_G_cumulative
liq,liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.0015443836106003271,0.0011698826659833675,0.18679549683483998,0.042828152126017274,0.0007238602505204392,0.0,59.16632678092877,0.03606001038887092,0.027268974828815948,0.18604087081752163,0.7153198435467549,K_G_cumulative
liq,liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.002237132371975704,0.0016867409883592093,0.18473881592042884,0.04313085766460748,0.0006491459672527964,0.0,66.44246416124012,0.05186848797146597,0.03942202771904758,0.1882668664073197,0.7671883315182209,K_G_cumulative
liq,liq,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.04971147694519001,0.012527619972839833,7.243269688106402e-05,0.042140149843908466,0.001138000221967518,0.0,37.03000142746129,1.1796701513717092,0.2966366086629405,6.984323574554807e-05,1.1796701513717092,K_Y_cumulative
liq,liq,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.04539598734985517,0.012378953939504436,0.0002452297072048637,0.04215653766809654,0.0011459637960057642,0.0,36.78697164346062,1.076843352441873,0.30113670433725115,0.00034898690455253956,2.256513503813582,K_Y_cumulative
liq,liq,2,output_over_initial_investment,y_dyn_h2,gi_dyn0,531,27,2004,2023,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.004727265896431555,0.010314034317019936,0.6467129679294998,0.042148850481594925,0.0012164377362031279,0.0,34.64941051003096,0.11215646079116211,0.24599765523167763,0.648443970358414,2.368669964604744,K_Y_cumulative
liq,liq,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",-0.0168043015010883,0.011726300757919172,0.1518453473202046,0.04218870530702177,0.0011892300030108016,0.0,35.47564827679392,-0.3983128038368942,0.2715122266648102,0.14237167972009424,1.97035716076785,K_Y_cumulative
liq,liq,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",-0.010625733058879877,0.012734283826163312,0.40404470705895124,0.042086770917552106,0.0011460740697626466,0.0,36.72255749252606,-0.2524720435239773,0.2983409240942207,0.39741135658956317,1.7178851172438727,K_Y_cumulative
liq,liq,5,output_over_initial_investment,y_dyn_h5,gi_dyn0,456,27,2004,2020,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.0018784808304067018,0.0038418923055365925,0.6248793832183819,0.04221692830790338,0.0010218405986606742,0.0,41.314592866281764,0.044495914451810885,0.09085061337298952,0.6242965873800326,1.7623810316956836,K_Y_cumulative
liq,liq,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.0004470374987688711,0.004128789932154585,0.9137789423640721,0.04235727202524888,0.0009501131227679609,0.0,44.581293543077905,0.010553972845616572,0.09747712528423598,0.913780506180655,1.7729350045413002,K_Y_cumulative
liq,liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.0069127596557257065,0.006465105823241057,0.2849608487169841,0.042828152126017274,0.0007238602505204392,0.0,59.16632678092877,0.16140690906732674,0.15001194863163553,0.281944988566051,1.934341913608627,K_Y_cumulative
liq,liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,8,8,POL,2025,OK,"{""liq"": 0.5755551475575922}",0.013000150897841116,0.003780127837118283,0.000583701074214682,0.04313085766460748,0.0006491459672527964,0.0,66.44246416124012,0.3014118337022739,0.08382825730328398,0.0003236603208907063,2.235753747310901,K_Y_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",0.04124789270499871,0.0012364372481724333,0.0,0.04124789270499871,0.0012364372481724333,0.0,33.36027992198298,1.0,0.0,,1.0,K_G_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.002963094424083315,0.0032329490454139635,0.35938903913393627,0.04130280231669273,0.0012505402556997158,0.0,33.0279670154101,-0.07174075989719869,0.07772363415117212,0.3559948309470147,0.9282592401028014,K_G_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.007654746487170264,0.002076578853352506,0.00022760100540941686,0.04131609994820361,0.0013798880027611567,0.0,29.941632846673112,-0.18527272653437094,0.04813164587826119,0.00011846005626847678,0.7429865135684304,K_G_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.0038559952625853732,0.003413733256551436,0.25866430119510087,0.04133574151889832,0.0014774912720194864,0.0,27.976978478119328,-0.09328477295665417,0.07989391268469832,0.2429649149185702,0.6497017406117762,K_G_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.002060770053586404,0.002333445513980416,0.3771580919827555,0.0412318028915988,0.001530037486529614,0.0,26.948230520233565,-0.04998011023200484,0.054933125543983136,0.3629092457713958,0.5997216303797713,K_G_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.0006471646862268834,0.00324308292048131,0.841830729093801,0.04131290645647246,0.0015121784590860607,0.0,27.320126277583267,-0.015664951748401924,0.07895405715895001,0.8427274919697916,0.5840566786313695,K_G_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.00031838081650998966,0.001222203636793315,0.7944801541420139,0.04142887728118295,0.0015244273841803256,0.0,27.176681363185413,-0.007684997455979785,0.02971512668311035,0.7959265964102726,0.5763716811753896,K_G_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",0.0007390847245779694,0.0009508317107513639,0.43697978771705714,0.04208273645735448,0.0013642446308399186,0.0,30.846913747020274,0.017562658391450804,0.02245038692355003,0.4340455964824197,0.5939343395668405,K_G_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",0.005190063696063459,0.002192143418436001,0.017905096279911215,0.04225351216058719,0.001397326817199913,0.0,30.23881860741678,0.12283153353828406,0.05487780157909346,0.02520321975562423,0.7167658731051245,K_G_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",0.044727989807085894,0.015413450753131944,0.0037093018946079415,0.04124789270499871,0.0012364372481724333,0.0,33.36027992198298,1.0843703004896887,0.3843444542266891,0.004782196715669151,1.0843703004896887,K_Y_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",0.03667877484586332,0.02099271929806397,0.08060020936104051,0.04130280231669273,0.0012505402556997158,0.0,33.0279670154101,0.8880456721707577,0.5243332553358321,0.0903286726651531,1.9724159726604464,K_Y_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,2,output_over_initial_investment,y_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.005522194412404297,0.012509461782684929,0.6588934710258982,0.04131609994820361,0.0013798880027611567,0.0,29.941632846673112,-0.133657204318105,0.3010604852399358,0.6570753671379379,1.8387587683423414,K_Y_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.02799244668732635,0.014601582044249954,0.05522737078431117,0.04133574151889832,0.0014774912720194864,0.0,27.976978478119328,-0.6771971581670662,0.34252836678619636,0.048035500057487246,1.1615616101752753,K_Y_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.006132457642586356,0.022071193189171775,0.7811283206447424,0.0412318028915988,0.001530037486529614,0.0,26.948230520233565,-0.1487312514252409,0.5324683098563975,0.7799960840898965,1.0128303587500342,K_Y_cumulative
liq+log_gdp_pc,liq|log_gdp_pc,5,output_over_initial_investment,y_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,POL,2025,OK,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775}",-0.0021043581421366754,0.007897078467307004,0.7898749554820799,0.04131290645647246,0.0015121784590860607,0.0,27.320126277583267,-0.05093706356278371,0.19206924436117423,0.7908541918879701,0.9618932951872506,K_Y_cumulative
