raw_column,z_column,sample_start,sample_end,nonmissing_observations,mean,std_ddof0
trade_raw,trade_z,2004,2025,513,0.429329298245614,0.10084587345875679
debt_raw,debt_z,2004,2025,594,62.6580808080808,36.31073447436094
liq_raw,liq_z,2004,2025,593,-1.1377953411077852,0.598247369781028
log_real_ppp_gdp_pc_raw,log_gdp_pc_z,2004,2025,594,10.236525206282723,0.3804819432458755
