country,year,nominal_gdp_mio_eur,gdp_pc_current_pps,gdp_pc_real_index_2020,hh_total_financial_assets_mio_eur,hh_total_financial_liabilities_mio_eur
POL,1997,141122.1,7572.4,42.35,53502.1,6722.1
POL,1998,155540.9,8000.0,44.316,74041.1,10973.2
POL,1999,160193.7,8510.5,46.416,82782.1,12733.5
POL,2000,187532.8,8905.4,48.595,98204.3,16031.7
POL,2001,213857.2,9250.9,49.201,118185.3,28766.1
POL,2002,211220.0,9707.6,50.161,113682.4,32053.2
POL,2003,193199.6,10127.5,51.978,135066.5,24560.1
POL,2004,207064.4,10961.6,54.646,166212.3,31966.0
POL,2005,246903.6,11416.1,56.456,200627.2,40396.4
POL,2006,275514.0,12094.3,60.003,229022.2,53867.7
POL,2007,314356.3,13292.5,64.087,283334.6,77721.7
POL,2008,367420.9,14261.4,66.896,231857.5,95589.5
POL,2009,317876.9,14569.5,68.578,268419.5,108063.3
POL,2010,360890.7,15891.8,70.958,304154.2,126881.0
POL,2011,379540.6,17002.3,74.67,290846.6,126050.2
POL,2012,387660.3,17524.2,75.783,352429.6,139166.7
POL,2013,390177.0,17640.5,76.357,368312.6,142837.8
POL,2014,408714.7,18251.0,79.403,387958.2,146582.7
POL,2015,432485.8,19407.7,82.976,418468.3,155475.7
POL,2016,427658.6,19706.9,85.547,441432.6,157937.8
POL,2017,469071.2,20730.1,89.942,488286.3,170337.3
POL,2018,503951.0,21945.0,95.574,499458.3,177140.9
POL,2019,538423.5,23348.0,99.974,533998.8,189411.8
POL,2020,531827.4,23916.5,100.0,565292.0,182037.4
POL,2021,583001.4,26197.3,107.486,612376.2,189395.0
POL,2022,661712.3,28144.7,110.719,612517.3,177674.5
POL,2023,751931.7,29518.5,111.435,720133.9,190576.3
POL,2024,852229.8,31462.9,115.376,817160.9,198564.9
POL,2025,922865.5,33846.0,120.005,941798.2,209531.2
PRT,1995,91015.8,12064.0,80.624,132267.9,31590.4
PRT,1996,96626.8,12643.2,83.137,142902.8,38882.7
PRT,1997,103306.6,13210.2,86.409,153736.5,45180.0
PRT,1998,110683.7,13884.9,90.107,179194.6,55952.1
PRT,1999,119603.3,14807.3,93.099,204478.6,69748.7
PRT,2000,128414.4,15683.9,95.974,225891.3,81251.0
PRT,2001,135775.0,16166.8,97.152,242187.3,93514.5
PRT,2002,142554.3,16689.4,97.367,252068.1,106068.5
PRT,2003,146067.9,17122.5,96.099,267545.1,113737.3
PRT,2004,152248.4,17549.7,97.584,290614.0,126136.8
PRT,2005,158552.7,18614.7,98.165,309161.9,136836.6
PRT,2006,166260.5,19624.2,99.581,336521.1,153014.6
PRT,2007,175483.4,20321.8,101.877,353425.3,166229.5
PRT,2008,179102.8,20693.8,102.054,347716.4,171135.1
PRT,2009,175416.4,19984.4,98.774,366032.8,176475.3
PRT,2010,179860.4,20662.0,100.444,373702.5,178789.4
PRT,2011,176318.0,19941.7,98.71,375855.0,181400.5
PRT,2012,168538.8,19520.9,95.099,371962.0,175026.1
PRT,2013,170675.6,20153.9,94.679,374524.3,169105.6
PRT,2014,173186.7,20580.3,95.879,388424.2,164839.6
PRT,2015,179392.7,21240.3,97.758,399896.8,162763.0
PRT,2016,186380.7,21877.6,99.961,408036.4,160152.0
PRT,2017,195509.1,22559.7,103.438,425555.4,161572.2
PRT,2018,204997.6,23548.4,106.542,436910.8,161911.1
PRT,2019,214489.9,24464.9,109.258,457526.6,171674.8
PRT,2020,201032.7,22782.1,100.0,472992.3,176565.3
PRT,2021,216493.7,24550.2,105.327,505778.2,184656.8
PRT,2022,243957.1,27841.5,112.027,519708.3,189136.3
PRT,2023,270352.6,31106.3,114.306,548368.6,189545.6
PRT,2024,289784.3,32937.0,115.564,589269.9,198846.8
PRT,2025,306765.5,33834.3,116.526,627751.7,214443.9
ROU,1995,28589.8,4547.0,42.198,24122.3,1770.1
ROU,1996,29035.4,4870.7,43.99,17061.0,1352.8
ROU,1997,31450.5,4657.0,41.971,11604.0,923.4
ROU,1998,37063.3,4614.2,41.198,10912.3,988.0
ROU,1999,33726.8,4680.0,41.125,12136.8,901.1
ROU,2000,40594.9,4860.6,42.18,13411.1,910.4
ROU,2001,45143.6,5330.9,44.434,14974.3,1076.0
ROU,2002,48695.7,5886.9,48.555,16171.6,1916.3
ROU,2003,51108.5,6208.1,49.926,18502.8,3848.8
ROU,2004,60402.0,7346.0,55.447,28361.5,5876.1
ROU,2005,79223.9,7865.3,58.395,44182.9,11092.9
ROU,2006,97215.6,9188.2,63.458,79706.5,27113.3
ROU,2007,127632.0,10819.2,69.061,101033.1,31101.5
ROU,2008,146589.7,13023.6,76.758,84042.8,37389.2
ROU,2009,125219.8,12562.6,73.13,65104.9,35351.1
ROU,2010,128305.3,13138.8,70.692,68119.4,35445.3
ROU,2011,138528.2,14012.6,74.234,72552.4,36646.3
ROU,2012,139307.7,14625.5,75.977,83416.6,36778.0
ROU,2013,142936.0,14200.3,76.461,103088.1,36920.6
ROU,2014,150528.8,14783.2,79.897,110086.3,36023.0
ROU,2015,160289.0,15543.5,82.811,114290.9,33446.1
ROU,2016,167497.1,16602.2,85.68,122689.4,38379.4
ROU,2017,186399.2,18502.8,93.239,126192.3,36118.1
ROU,2018,204780.7,19915.4,98.819,122092.0,39664.8
ROU,2019,223341.4,21713.9,103.207,158468.5,45807.7
ROU,2020,219839.8,21808.9,100.0,177823.7,50138.4
ROU,2021,240986.6,23919.2,106.446,195546.0,51627.6
ROU,2022,280777.4,25908.0,111.41,221770.9,55448.2
ROU,2023,321577.9,28714.8,113.855,237316.1,59304.2
ROU,2024,353633.1,30769.4,114.932,261046.2,64295.3
ROU,2025,380058.1,32536.2,115.811,268428.0,66046.0
SVK,1995,15524.4,7377.2,43.662,13712.1,4755.5
SVK,1996,17219.8,8048.4,46.245,15162.2,4720.3
SVK,1997,19427.8,8480.9,48.693,17150.1,4813.9
SVK,1998,20415.6,8874.2,50.487,16623.6,4229.6
SVK,1999,19537.0,8964.2,50.204,17678.0,4427.5
SVK,2000,22368.6,9422.7,50.552,18270.4,4939.1
SVK,2001,23869.3,10237.1,52.236,19351.9,5433.7
SVK,2002,26300.3,10893.7,54.552,17462.5,6293.4
SVK,2003,29924.1,11557.1,57.194,18963.4,6846.4
SVK,2004,34623.4,12370.2,60.243,19251.1,6977.0
SVK,2005,39239.7,13537.0,64.093,22929.8,8197.7
SVK,2006,45592.0,14984.6,69.764,29239.6,9573.6
SVK,2007,56354.7,16696.1,77.231,34376.7,12123.1
SVK,2008,66065.4,18312.5,81.233,41375.2,18349.2
SVK,2009,64055.1,17320.9,76.592,43454.7,17434.4
SVK,2010,68726.7,19079.4,81.61,49624.9,18388.6
SVK,2011,71629.5,19526.4,84.195,52900.2,20079.6
SVK,2012,73727.6,19960.2,85.387,57646.5,23230.1
SVK,2013,74642.7,20266.5,85.88,61806.9,24894.0
SVK,2014,76562.3,20863.6,88.116,68694.6,27418.1
SVK,2015,80376.3,21683.1,92.613,73432.3,30155.6
SVK,2016,81621.6,20747.7,94.269,78037.7,33543.3
SVK,2017,84960.4,20778.3,96.844,78359.8,35339.5
SVK,2018,90275.9,21370.9,100.637,85543.3,40489.5
SVK,2019,94547.5,22107.4,102.791,90739.9,42732.7
SVK,2020,94320.6,22561.3,100.0,97500.2,46152.6
SVK,2021,101891.6,24479.7,106.041,106194.9,49498.8
SVK,2022,109959.8,25517.4,106.296,103943.2,54546.0
SVK,2023,123538.7,28486.6,108.536,107534.2,57475.9
SVK,2024,130207.5,29808.1,110.612,117485.2,59631.5
SVK,2025,136754.3,31107.7,111.56,127089.5,60337.7
SVN,1995,16352.0,11426.7,58.255,10666.3,2567.4
SVN,1996,16917.3,12095.5,59.917,11250.6,2752.2
SVN,1997,18288.8,12762.2,63.128,11964.7,2999.2
SVN,1998,19706.3,13302.1,65.192,13545.0,3458.6
SVN,1999,21132.4,14208.0,68.58,14482.8,4293.9
SVN,2000,21726.2,14856.8,70.776,15390.2,4505.7
SVN,2001,23018.1,15534.2,72.684,19319.1,4876.3
SVN,2002,24679.7,16396.4,74.954,21870.4,5148.7
SVN,2003,26004.7,17172.0,77.301,23898.2,5569.3
SVN,2004,27484.3,18456.2,80.775,26689.6,5936.0
SVN,2005,28914.4,19395.4,83.74,29034.0,7071.1
SVN,2006,31300.2,20325.0,88.377,32644.0,8246.0
SVN,2007,34936.9,21679.8,94.17,37407.0,10424.0
SVN,2008,37742.1,22855.5,97.196,36069.0,11599.0
SVN,2009,35830.3,20535.6,88.952,38742.0,12148.0
SVN,2010,36050.8,20877.2,89.627,40468.0,12864.0
SVN,2011,36782.2,21398.9,90.037,40007.0,12844.0
SVN,2012,35933.6,21261.9,87.245,40603.0,12891.0
SVN,2013,36041.3,21394.3,86.41,41697.0,12507.0
SVN,2014,37270.9,21914.4,88.7,43522.0,12462.0
SVN,2015,38493.9,22534.2,90.757,44300.0,12439.0
SVN,2016,40013.2,23327.5,93.451,46503.0,12836.0
SVN,2017,42625.5,24858.0,98.23,49626.0,13489.0
SVN,2018,45462.4,26214.2,102.228,53381.0,14276.0
SVN,2019,48156.5,27550.6,104.947,57847.0,14879.0
SVN,2020,46738.7,26676.9,100.0,63496.0,14893.0
SVN,2021,52032.4,29298.0,108.163,71282.0,15794.0
SVN,2022,56881.6,32340.5,110.962,74139.0,16772.0
SVN,2023,64050.0,35071.5,113.001,80405.0,17557.0
SVN,2024,67418.1,36118.5,114.616,87111.0,18543.0
SVN,2025,70486.2,37703.5,115.554,94640.0,19860.0
ESP,1995,469819.9,13631.3,80.609,664265.5,196307.5
ESP,1996,506096.6,14381.5,82.368,695091.1,205426.7
ESP,1997,520533.1,14981.5,84.97,766100.5,222769.5
ESP,1998,552906.5,15881.1,88.263,916064.0,258441.0
ESP,1999,595242.0,16669.7,91.799,1008195.0,301026.0
ESP,2000,647569.0,17931.6,96.134,1036592.0,347813.0
ESP,2001,700958.0,19040.5,99.383,1091314.0,385532.0
ESP,2002,749744.0,19990.1,100.5,1112309.0,441929.0
ESP,2003,802683.0,20573.9,101.56,1267175.0,513905.0
ESP,2004,860059.0,21408.9,103.103,1396488.0,604372.0
ESP,2005,928122.0,22627.1,104.8,1595688.0,715161.0
ESP,2006,1004976.0,24472.7,107.322,1858844.0,846316.0
ESP,2007,1077541.0,25684.2,108.964,1929526.0,933916.0
ESP,2008,1112432.0,25864.6,108.015,1745496.0,966378.0
ESP,2009,1072990.0,24320.0,103.084,1793123.0,957033.0
ESP,2010,1077145.0,24085.9,102.749,1821166.0,961462.0
ESP,2011,1068690.0,23861.2,101.712,1847342.0,931616.0
ESP,2012,1035964.0,23546.6,98.77,1883461.0,890776.0
ESP,2013,1025652.0,23552.4,97.712,2052870.0,841373.0
ESP,2014,1038949.0,24212.7,99.514,2152844.0,803436.0
ESP,2015,1087112.0,25351.1,103.663,2344488.0,772414.0
ESP,2016,1122967.0,26145.0,106.587,2356620.0,760633.0
ESP,2017,1170024.0,27390.8,109.477,2405371.0,757185.0
ESP,2018,1212276.0,27853.5,111.608,2364303.0,757757.0
ESP,2019,1253710.0,28663.4,112.897,2522032.0,757589.0
ESP,2020,1129214.0,25131.2,100.0,2629719.0,750567.0
ESP,2021,1235474.0,28285.0,106.679,2795746.0,759770.0
ESP,2022,1375863.0,31781.1,112.431,2792021.0,764335.0
ESP,2023,1497761.0,34767.2,113.849,2930625.0,748445.0
ESP,2024,1594330.0,36413.0,116.567,3144350.0,761443.0
ESP,2025,1687152.0,38174.3,118.752,3436486.0,791628.0
SWE,1995,204133.2,19324.5,67.9,234583.5,96610.8
SWE,1996,229933.4,20290.9,68.96,277837.5,99814.2
SWE,1997,236737.0,20761.0,71.038,326171.5,104341.6
SWE,1998,241537.8,21545.0,74.012,335761.1,102096.3
SWE,1999,257340.7,22979.9,77.071,460889.8,122852.1
SWE,2000,285224.2,24617.5,80.516,448239.9,130680.3
SWE,2001,270638.2,24788.6,81.377,434340.5,148067.3
SWE,2002,284182.8,25399.6,82.951,450742.6,160700.8
SWE,2003,296070.9,26106.5,84.219,516493.1,174836.2
SWE,2004,309720.9,27624.9,87.39,554064.0,192704.9
SWE,2005,315348.4,28021.2,89.5,643361.2,204922.3
SWE,2006,336866.7,29948.6,93.103,756528.6,236141.4
SWE,2007,358064.8,32231.5,95.446,754647.8,247830.6
SWE,2008,352761.6,32526.7,93.825,625155.3,228583.7
SWE,2009,313033.6,30274.4,89.075,753846.7,260561.7
SWE,2010,372381.5,31764.0,93.388,966965.8,321134.3
SWE,2011,410287.8,33037.9,95.611,940352.2,337554.3
SWE,2012,427901.2,33390.9,94.53,1030657.9,362593.7
SWE,2013,439805.4,33278.6,94.792,1111307.2,365452.5
SWE,2014,435639.5,33570.2,95.987,1198459.1,363175.0
SWE,2015,452337.2,35062.0,99.155,1334031.9,397336.6
SWE,2016,463918.8,34881.8,100.081,1397297.8,411540.9
SWE,2017,474838.2,35296.2,100.523,1436812.8,425613.7
SWE,2018,465753.3,35915.6,101.121,1388458.4,430735.0
SWE,2019,474202.9,36994.5,102.66,1581629.1,443402.4
SWE,2020,478106.9,36665.9,100.0,1810236.9,489274.3
SWE,2021,533953.6,39670.2,104.596,2050733.6,511476.7
SWE,2022,547190.4,40905.5,104.789,1703231.3,490138.2
SWE,2023,535176.8,42507.0,103.862,1824979.1,495086.4
SWE,2024,559072.5,44414.4,104.608,1955831.7,485473.8
SWE,2025,593697.9,45776.6,105.793,2196462.3,525423.6
