estimation_id,feature_set,features,horizon,response_type,dep_col,scale_col,nobs,country_n,year_min,year_max,rank,regressor_count,status,equation_role,outcome_col,regressor_position,regressor,coefficient,std_error,t_stat,p_value
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,numerator,gi_dyn_h5,1,shock_G_I,3.2029698476811137e-06,0.0025450951284137907,0.0012584872808574891,0.9989958726936914
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,numerator,gi_dyn_h5,2,shock_G_C,-2.2565407176979794e-06,0.014274461333790869,-0.00015808237277271112,0.9998738685159549
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,numerator,gi_dyn_h5,3,debt_z_lag1,0.004659957182362671,0.001165367278901564,3.9987026122399714,6.369064558309212e-05
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,numerator,gi_dyn_h5,4,log_gdp_pc_z_lag1,0.0050560227560854315,0.0021227691847471686,2.3818052346033216,0.01722800655581591
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,numerator,gi_dyn_h5,5,shock_G_I_x_debt,-0.0015505782606602678,0.0028309278577069606,-0.5477279318294708,0.5838787299821973
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,numerator,gi_dyn_h5,6,shock_G_I_x_log_gdp_pc,-0.0017970917680081825,0.0027378388665242905,-0.6563906261910898,0.5115728201675624
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,numerator,gi_dyn_h5,7,dlog_gi_lag1,0.0002360951653921056,0.0026318912676621866,0.08970551644476574,0.9285212321302088
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,numerator,gi_dyn_h5,8,dlog_gc_lag1,0.009108613469588724,0.019840617691470695,0.4590892083719972,0.6461701059229004
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,numerator,gi_dyn_h5,9,dlog_y_lag1,0.00035481486010457676,0.020576703096643677,0.017243523339871274,0.9862423407383152
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,numerator,gi_dyn_h5,10,i_rate_lag1,0.009524644083062883,0.010167797678635562,0.9367460274190876,0.3488892141176885
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,denominator,gi_dyn0,1,shock_G_I,0.040428324056773705,0.0009062654085294477,44.60980599753306,0.0
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,denominator,gi_dyn0,2,shock_G_C,0.002984205968615113,0.0030032892421086063,0.9936458755866967,0.3203953015161276
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,denominator,gi_dyn0,3,debt_z_lag1,-0.00022754697428619729,0.00027128527926264764,-0.8387737620878991,0.4015962769835735
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,denominator,gi_dyn0,4,log_gdp_pc_z_lag1,-0.00045687014640588477,0.0005399998643230465,-0.846056039252205,0.3975214830214684
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,denominator,gi_dyn0,5,shock_G_I_x_debt,-0.0032321653289293355,0.0005755198329466393,-5.616079835825595,1.953384343167386e-08
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,denominator,gi_dyn0,6,shock_G_I_x_log_gdp_pc,-0.0017752751803333127,0.0007612605958567005,-2.3320203226011844,0.019699622070604716
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,denominator,gi_dyn0,7,dlog_gi_lag1,-0.0025844332622641107,0.0007920919042063234,-3.2627946940749437,0.0011031940825549924
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,denominator,gi_dyn0,8,dlog_gc_lag1,0.019080718232540126,0.004848363877740201,3.935496326945154,8.302493412415402e-05
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,denominator,gi_dyn0,9,dlog_y_lag1,0.01916344109271428,0.0057384423764932375,3.339484800128822,0.0008393394408960919
debt_plus_log_gdp_pc__h5__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,5,investment_path_over_initial_investment,gi_dyn_h5,gi_dyn0,456,27,2004,2020,10,10,OK,denominator,gi_dyn0,10,i_rate_lag1,-0.032908896853200045,0.007565462089650255,-4.349885897679701,1.362083875000586e-05
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,y_dyn_h6,1,shock_G_I,-0.009406583082312965,0.007102398365321059,-1.3244234691541055,0.18536244443365368
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,y_dyn_h6,2,shock_G_C,-0.04112828455281596,0.030186194531646417,-1.3624865668210726,0.17304438067285877
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,y_dyn_h6,3,debt_z_lag1,0.023519422862893415,0.008691163731364854,2.7061304550063907,0.0068072298825607724
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,y_dyn_h6,4,log_gdp_pc_z_lag1,-0.010476380283270281,0.00910821494363413,-1.1502122367668082,0.2500564674461332
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,y_dyn_h6,5,shock_G_I_x_debt,0.009504169602189036,0.006287253842371229,1.5116567328868262,0.1306212109696263
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,y_dyn_h6,6,shock_G_I_x_log_gdp_pc,-0.015612079920518817,0.008516573260824545,-1.8331410348259376,0.0667816000595951
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,y_dyn_h6,7,dlog_gi_lag1,-0.007820713282099542,0.009931178988660399,-0.7874909203659882,0.43099454148033
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,y_dyn_h6,8,dlog_gc_lag1,0.04805620607740612,0.05110956627778918,0.9402585382198798,0.34708496152807244
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,y_dyn_h6,9,dlog_y_lag1,0.051125678786075095,0.09886877691091554,0.5171064150226238,0.6050818757293592
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,y_dyn_h6,10,i_rate_lag1,-0.05028632645723963,0.07314365367889578,-0.6875008825509191,0.49176714480032513
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,1,shock_G_I,0.040541795727688755,0.0009343366561426154,43.39099345097355,0.0
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,2,shock_G_C,0.0032404171560977573,0.003385511896767718,0.9571424513945769,0.33849535927946395
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,3,debt_z_lag1,-0.00015152868917654271,0.0002728237487124452,-0.5554087204345732,0.5786151291956632
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,4,log_gdp_pc_z_lag1,-0.0004772413939228614,0.0005749918278557698,-0.8299968291768001,0.4065405764069403
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,5,shock_G_I_x_debt,-0.0031977178817730175,0.0005386289718382306,-5.936772897417418,2.906868745711222e-09
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,6,shock_G_I_x_log_gdp_pc,-0.0017506986933034624,0.000754540118578747,-2.32021949555324,0.020329006485138024
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,7,dlog_gi_lag1,-0.002625180105397866,0.0007924004949455595,-3.312946069750025,0.0009231877948803202
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,8,dlog_gc_lag1,0.01940307942919247,0.0050031918657001614,3.8781401853109116,0.000105258061565916
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,9,dlog_y_lag1,0.019918565702721828,0.005798444860426614,3.4351565259614008,0.0005922116597993909
debt_plus_log_gdp_pc__h6__output,debt+log_gdp_pc,debt|log_gdp_pc,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,10,i_rate_lag1,-0.033142357535042646,0.0070212301787596415,-4.72030636957376,2.3548968395292746e-06
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,gi_dyn_h6,1,shock_G_I,0.00026366311430992115,0.0013211637378229637,0.19956883977484105,0.8418177997626262
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,gi_dyn_h6,2,shock_G_C,-0.008082711761218652,0.017773481912655268,-0.4547624264586846,0.6492801642710311
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,gi_dyn_h6,3,debt_z_lag1,0.00371624470183776,0.0010198750602369714,3.6438234904717426,0.00026861766840058365
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,gi_dyn_h6,4,log_gdp_pc_z_lag1,-0.00024282358767659654,0.001241097776170027,-0.19565226232693725,0.8448823512977817
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,gi_dyn_h6,5,shock_G_I_x_debt,-0.0038858129983461954,0.001308300608613038,-2.970122441864215,0.0029768107467822436
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,gi_dyn_h6,6,shock_G_I_x_log_gdp_pc,0.001549120112034033,0.0008237965248571817,1.8804644900664005,0.06004480153738734
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,gi_dyn_h6,7,dlog_gi_lag1,-0.0020724939400293156,0.0020366656383205644,-1.0175916463825134,0.3088720588907399
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,gi_dyn_h6,8,dlog_gc_lag1,0.017266725779579557,0.018535152076978256,0.931566447789001,0.3515606295792444
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,gi_dyn_h6,9,dlog_y_lag1,0.00949601530952784,0.008787306621079637,1.0806514122026991,0.27985220380073006
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,numerator,gi_dyn_h6,10,i_rate_lag1,-0.030576668062458554,0.02633684249016577,-1.1609845817271354,0.24564816965923408
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,1,shock_G_I,0.040541795727688755,0.0009343366561426154,43.39099345097355,0.0
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,2,shock_G_C,0.0032404171560977573,0.003385511896767718,0.9571424513945769,0.33849535927946395
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,3,debt_z_lag1,-0.00015152868917654271,0.0002728237487124452,-0.5554087204345732,0.5786151291956632
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,4,log_gdp_pc_z_lag1,-0.0004772413939228614,0.0005749918278557698,-0.8299968291768001,0.4065405764069403
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,5,shock_G_I_x_debt,-0.0031977178817730175,0.0005386289718382306,-5.936772897417418,2.906868745711222e-09
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,6,shock_G_I_x_log_gdp_pc,-0.0017506986933034624,0.000754540118578747,-2.32021949555324,0.020329006485138024
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,7,dlog_gi_lag1,-0.002625180105397866,0.0007924004949455595,-3.312946069750025,0.0009231877948803202
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,8,dlog_gc_lag1,0.01940307942919247,0.0050031918657001614,3.8781401853109116,0.000105258061565916
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,9,dlog_y_lag1,0.019918565702721828,0.005798444860426614,3.4351565259614008,0.0005922116597993909
debt_plus_log_gdp_pc__h6__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,denominator,gi_dyn0,10,i_rate_lag1,-0.033142357535042646,0.0070212301787596415,-4.72030636957376,2.3548968395292746e-06
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,y_dyn_h7,1,shock_G_I,0.0002892098065960405,0.014580692936063643,0.019835120859085772,0.9841749009951237
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,y_dyn_h7,2,shock_G_C,0.00508985369757806,0.07737199521794469,0.0657841856506446,0.9475496469834086
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,y_dyn_h7,3,debt_z_lag1,0.016249404031309513,0.008063065987877049,2.0152884840258976,0.0438744308504484
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,y_dyn_h7,4,log_gdp_pc_z_lag1,-0.027006954710415386,0.006933377107434137,-3.8952092597787398,9.811398700909635e-05
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,y_dyn_h7,5,shock_G_I_x_debt,0.006293577536964185,0.005088650246934088,1.2367872090946053,0.21616609194378444
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,y_dyn_h7,6,shock_G_I_x_log_gdp_pc,0.001956486784171757,0.012915743023103497,0.15148077665156556,0.8795964738575099
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,y_dyn_h7,7,dlog_gi_lag1,0.0019052432473612723,0.004432042638477963,0.4298792684935821,0.6672834668521528
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,y_dyn_h7,8,dlog_gc_lag1,-0.09976357974645511,0.046235670351193144,-2.157718899470453,0.030949693630951902
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,y_dyn_h7,9,dlog_y_lag1,0.020292719929273336,0.03985509741917542,0.5091624721386312,0.6106383454738868
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,y_dyn_h7,10,i_rate_lag1,-0.08509431286348361,0.09394026312618844,-0.9058343039680204,0.365023561103867
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,denominator,gi_dyn0,1,shock_G_I,0.040766227201315085,0.0009267530404432446,43.98823140824825,0.0
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,denominator,gi_dyn0,2,shock_G_C,0.003860170483267362,0.003027123182165407,1.2751943845595497,0.20224044839331867
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,denominator,gi_dyn0,3,debt_z_lag1,-6.039482824528055e-07,0.0002146824216657539,-0.0028132172059858367,0.9977553803858841
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,denominator,gi_dyn0,4,log_gdp_pc_z_lag1,-0.00020061524695645487,0.0005152427433752452,-0.3893606451247954,0.6970093802381583
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,denominator,gi_dyn0,5,shock_G_I_x_debt,-0.0032058063986065825,0.000527166661061228,-6.0812009472545965,1.192856924348007e-09
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,denominator,gi_dyn0,6,shock_G_I_x_log_gdp_pc,-0.001740959423514421,0.0008087197852295982,-2.152735045328657,0.031339507576740866
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,denominator,gi_dyn0,7,dlog_gi_lag1,-0.00268360428009754,0.000801241243472442,-3.349308715646313,0.000810134736183965
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,denominator,gi_dyn0,8,dlog_gc_lag1,0.020561578009916877,0.00486415155013239,4.227166402608743,2.366526575814376e-05
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,denominator,gi_dyn0,9,dlog_y_lag1,0.019614958224165736,0.006188432605404064,3.16961652083549,0.0015264024277519272
debt_plus_log_gdp_pc__h7__output,debt+log_gdp_pc,debt|log_gdp_pc,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,denominator,gi_dyn0,10,i_rate_lag1,-0.0330051557961647,0.006281996214542016,-5.253927998199361,1.4888910637722574e-07
debt_plus_log_gdp_pc__h7__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,gi_dyn_h7,1,shock_G_I,0.0012123332657327155,0.0021940962273478523,0.5525433436427454,0.5805761468407877
debt_plus_log_gdp_pc__h7__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,gi_dyn_h7,2,shock_G_C,0.028392074559397934,0.02309199616916868,1.2295201485138676,0.21887684827044107
debt_plus_log_gdp_pc__h7__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,gi_dyn_h7,3,debt_z_lag1,0.002693160008228169,0.0010017910206724869,2.6883451265317713,0.007180713691161467
debt_plus_log_gdp_pc__h7__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,gi_dyn_h7,4,log_gdp_pc_z_lag1,-7.462717259006862e-05,0.0021101699392561857,-0.035365479908397314,0.9717883105256522
debt_plus_log_gdp_pc__h7__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,gi_dyn_h7,5,shock_G_I_x_debt,0.0014652350154025753,0.0010220888132149509,1.433569173694134,0.15169524565425396
debt_plus_log_gdp_pc__h7__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,gi_dyn_h7,6,shock_G_I_x_log_gdp_pc,-0.0005811542731529862,0.0014013305204308327,-0.4147160606866059,0.6783497736844324
debt_plus_log_gdp_pc__h7__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,gi_dyn_h7,7,dlog_gi_lag1,0.004155719365477504,0.0017305041421100517,2.4014501117635696,0.016330235617476374
debt_plus_log_gdp_pc__h7__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,numerator,gi_dyn_h7,8,dlog_gc_lag1,-0.023082744609874372,0.007151980568155802,-3.227461874358315,0.001248936833798231
