estimation_id,feature_set,features,horizon,response_type,dep_col,scale_col,nobs,country_n,year_min,year_max,rank,regressor_count,status,equation_role,outcome_col,regressor_position,regressor,coefficient,std_error,t_stat,p_value
trade_plus_debt_plus_log_gdp_pc__h2__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,12,12,OK,denominator,gi_dyn0,8,shock_G_I_x_log_gdp_pc,-0.0018385856722350992,0.0008820999013041518,-2.084328169084725,0.0371303267304639
trade_plus_debt_plus_log_gdp_pc__h2__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,12,12,OK,denominator,gi_dyn0,9,dlog_gi_lag1,-0.0024423079878217934,0.0007556736691975096,-3.2319612120605066,0.001229437432471725
trade_plus_debt_plus_log_gdp_pc__h2__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,12,12,OK,denominator,gi_dyn0,10,dlog_gc_lag1,0.019887117488581355,0.003654507907019321,5.44180447670768,5.2743548417666375e-08
trade_plus_debt_plus_log_gdp_pc__h2__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,12,12,OK,denominator,gi_dyn0,11,dlog_y_lag1,0.02009815103193731,0.00505532661542648,3.9756384821125503,7.01906848095124e-05
trade_plus_debt_plus_log_gdp_pc__h2__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,2,investment_path_over_initial_investment,gi_dyn_h2,gi_dyn0,531,27,2004,2023,12,12,OK,denominator,gi_dyn0,12,i_rate_lag1,-0.02795477346915144,0.008192251684901853,-3.4123430949602653,0.0006440699329866018
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,1,shock_G_I,-0.022511903970226836,0.010535838032545907,-2.1366979921944567,0.03262256342655556
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,2,shock_G_C,0.051044570328936514,0.04492623319963099,1.136186292363273,0.2558786061551426
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,3,trade_z_lag1,0.019216216620776584,0.0041851595951175715,4.591513461803062,4.400432527695841e-06
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,4,debt_z_lag1,0.022034029937806447,0.007990672509539942,2.757468775187615,0.0058250776361654655
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,5,log_gdp_pc_z_lag1,-0.0016745333706176062,0.01144551350356706,-0.146304783100883,0.8836807901214687
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,6,shock_G_I_x_trade,0.014307348887632531,0.011475228575636045,1.2468029541485197,0.21246975704508464
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,7,shock_G_I_x_debt,0.005082346942520241,0.010486431007619564,0.4846593601605111,0.6279179989128862
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,8,shock_G_I_x_log_gdp_pc,-0.0017425980018413456,0.008682280800086954,-0.20070739958374686,0.8409273734248557
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,9,dlog_gi_lag1,0.0010095531660067214,0.007236685724558182,0.13950490658738082,0.8890511789583535
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,10,dlog_gc_lag1,0.10278049831018245,0.04195389800790926,2.4498438331238255,0.014291818531301015
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,11,dlog_y_lag1,-0.11992532517958449,0.0777026007777643,-1.5433888181243842,0.12273646510554292
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,y_dyn_h3,12,i_rate_lag1,0.38415524470709417,0.14077852304598107,2.7287915542459658,0.00635668705555581
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,1,shock_G_I,0.04069577940280951,0.001077546035103836,37.767091221200516,0.0
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,2,shock_G_C,0.0016549789511068266,0.0032933325070667054,0.5025240990867569,0.615298904843729
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,3,trade_z_lag1,-0.0001679652796356802,0.00010499022185991665,-1.5998183131738508,0.10963889496668844
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,4,debt_z_lag1,-0.00013004932744803443,0.00023721443213445533,-0.5482353087788574,0.5835303405441212
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,5,log_gdp_pc_z_lag1,-0.00031034265932834866,0.0004874352977664769,-0.6366848292489259,0.5243301573020496
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,6,shock_G_I_x_trade,-0.0006634718965878631,0.0013586338031451799,-0.48833754544598673,0.6253107715427766
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,7,shock_G_I_x_debt,-0.0032659262799959346,0.0006925574322985565,-4.715747933216919,2.4082443423889544e-06
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,8,shock_G_I_x_log_gdp_pc,-0.0017624197807747687,0.0009066486635574093,-1.9438839449225875,0.05190944775401496
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,9,dlog_gi_lag1,-0.002508733859210163,0.0007618325322678008,-3.293025373624092,0.0009911552936097134
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,10,dlog_gc_lag1,0.019905449352290112,0.003967001863449377,5.017756491543964,5.227838069110646e-07
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,11,dlog_y_lag1,0.021252247747246808,0.0057711004965579635,3.682529486347051,0.0002309311474100184
trade_plus_debt_plus_log_gdp_pc__h3__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,output_over_initial_investment,y_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,12,i_rate_lag1,-0.030316497718212453,0.008091697073619647,-3.746617976722035,0.0001792347273801287
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,1,shock_G_I,-0.004495097274494778,0.003339407620405303,-1.3460762462862228,0.17827792834799716
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,2,shock_G_C,0.004233314114759996,0.016591670168319833,0.25514695457501885,0.7986095994473692
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,3,trade_z_lag1,0.0023825134221224205,0.0006902050384183009,3.451892248689281,0.0005566699812389331
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,4,debt_z_lag1,0.0015137599945050895,0.0015567766076444384,0.9723681529333631,0.3308674295728262
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,5,log_gdp_pc_z_lag1,-0.0014412046284511073,0.002250570736283315,-0.6403729530541981,0.5219301623977424
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,6,shock_G_I_x_trade,0.0003949943214320154,0.0020895311094563654,0.18903490818798163,0.8500654572231099
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,7,shock_G_I_x_debt,0.0011401172833120045,0.002696828191256048,0.42276229795009473,0.6724686977095264
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,8,shock_G_I_x_log_gdp_pc,0.0036190747760475057,0.002771199128864239,1.3059598418431821,0.19156621443842248
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,9,dlog_gi_lag1,0.00021535443990093774,0.001587615680477679,0.13564645559317118,0.8921007785813773
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,10,dlog_gc_lag1,-0.00578672471060397,0.01389568759288687,-0.41644032883742754,0.6770878230745656
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,11,dlog_y_lag1,-0.008646007813813977,0.013561266088599498,-0.6375516679141328,0.5237655662468783
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,numerator,gi_dyn_h3,12,i_rate_lag1,-0.00013024086473192897,0.022781619209109684,-0.005716927472822018,0.9954385766812495
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,1,shock_G_I,0.04069577940280951,0.001077546035103836,37.767091221200516,0.0
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,2,shock_G_C,0.0016549789511068266,0.0032933325070667054,0.5025240990867569,0.615298904843729
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,3,trade_z_lag1,-0.0001679652796356802,0.00010499022185991665,-1.5998183131738508,0.10963889496668844
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,4,debt_z_lag1,-0.00013004932744803443,0.00023721443213445533,-0.5482353087788574,0.5835303405441212
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,5,log_gdp_pc_z_lag1,-0.00031034265932834866,0.0004874352977664769,-0.6366848292489259,0.5243301573020496
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,6,shock_G_I_x_trade,-0.0006634718965878631,0.0013586338031451799,-0.48833754544598673,0.6253107715427766
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,7,shock_G_I_x_debt,-0.0032659262799959346,0.0006925574322985565,-4.715747933216919,2.4082443423889544e-06
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,8,shock_G_I_x_log_gdp_pc,-0.0017624197807747687,0.0009066486635574093,-1.9438839449225875,0.05190944775401496
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,9,dlog_gi_lag1,-0.002508733859210163,0.0007618325322678008,-3.293025373624092,0.0009911552936097134
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,10,dlog_gc_lag1,0.019905449352290112,0.003967001863449377,5.017756491543964,5.227838069110646e-07
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,11,dlog_y_lag1,0.021252247747246808,0.0057711004965579635,3.682529486347051,0.0002309311474100184
trade_plus_debt_plus_log_gdp_pc__h3__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,investment_path_over_initial_investment,gi_dyn_h3,gi_dyn0,506,27,2004,2022,12,12,OK,denominator,gi_dyn0,12,i_rate_lag1,-0.030316497718212453,0.008091697073619647,-3.746617976722035,0.0001792347273801287
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,1,shock_G_I,-0.006789745900270337,0.018334254530100437,-0.37033116831247254,0.7111357531238995
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,2,shock_G_C,-0.004394701317694633,0.030167169145293892,-0.14567828013720704,0.8841753683681843
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,3,trade_z_lag1,0.01959094428277482,0.003548746478077134,5.520525178059508,3.379879576215217e-08
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,4,debt_z_lag1,0.023741405813772765,0.007077007258766009,3.3547239596745113,0.0007944421620706965
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,5,log_gdp_pc_z_lag1,0.015690836252615827,0.01701806713768526,0.9220104801367026,0.3565231091364378
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,6,shock_G_I_x_trade,0.004156990495374511,0.014381080997699119,0.2890596677704272,0.772535717149637
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,7,shock_G_I_x_debt,0.0013469107762546658,0.007514162635059191,0.17924961724548247,0.8577417056401662
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,8,shock_G_I_x_log_gdp_pc,0.009977279374028945,0.016768388460222626,0.5950052622943875,0.5518399534452529
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,9,dlog_gi_lag1,0.0075099350350160635,0.009262389185038473,0.8107989078181743,0.41748116180851724
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,10,dlog_gc_lag1,-0.11798572385401827,0.0403146600864381,-2.9266208272883047,0.0034266637094364505
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,11,dlog_y_lag1,-4.890866842339592e-05,0.06195785161658096,-0.0007893861253624737,0.9993701610634731
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,y_dyn_h4,12,i_rate_lag1,0.23230434858747862,0.13184057315997144,1.7620095469822283,0.07806768446896162
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,1,shock_G_I,0.04060680309442969,0.0011482543042228832,35.36394590039147,0.0
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,2,shock_G_C,0.00214972932875312,0.0030147373207729086,0.7130735118912381,0.47580026929263974
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,3,trade_z_lag1,-0.00013313793196371426,7.753154186470176e-05,-1.7172099091754132,0.08594082565709527
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,4,debt_z_lag1,-0.00015379093840767676,0.000231284875790271,-0.6649416131607944,0.5060878383378
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,5,log_gdp_pc_z_lag1,-0.000199965480812395,0.0005020679522502998,-0.3982836982845395,0.6904210755289395
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,6,shock_G_I_x_trade,-0.0007345721565037315,0.0014436575049287669,-0.508827165720291,0.6108733760405065
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,7,shock_G_I_x_debt,-0.003319808424099198,0.0007119557395736905,-4.662942145936002,3.1172040815263813e-06
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,8,shock_G_I_x_log_gdp_pc,-0.0017717980783234434,0.0009656190130209697,-1.8348831727953625,0.06652300144634182
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,9,dlog_gi_lag1,-0.0025840186586899177,0.0007684221457191741,-3.3627592243212985,0.0007716763718741415
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,10,dlog_gc_lag1,0.019007316936333948,0.004213697473825099,4.510840432756445,6.4571281497283195e-06
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,11,dlog_y_lag1,0.02078557037961558,0.006337276030621748,3.27989033130001,0.0010384744597549123
trade_plus_debt_plus_log_gdp_pc__h4__output,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,output_over_initial_investment,y_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,denominator,gi_dyn0,12,i_rate_lag1,-0.0316749848035917,0.007615340191176123,-4.159365702440113,3.191325936002798e-05
trade_plus_debt_plus_log_gdp_pc__h4__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,gi_dyn_h4,1,shock_G_I,-0.0033841408087096603,0.0016325636901670445,-2.072899715393887,0.038181613534364445
trade_plus_debt_plus_log_gdp_pc__h4__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,gi_dyn_h4,2,shock_G_C,-0.003433527569265781,0.008705826901278746,-0.39439419232668765,0.6932900309039662
trade_plus_debt_plus_log_gdp_pc__h4__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,gi_dyn_h4,3,trade_z_lag1,0.0017788510789090103,0.0006802161190085779,2.615126324118435,0.008919446012245258
trade_plus_debt_plus_log_gdp_pc__h4__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,gi_dyn_h4,4,debt_z_lag1,0.003494819615507868,0.0008097101642322483,4.3161365262366305,1.5878379444611568e-05
trade_plus_debt_plus_log_gdp_pc__h4__investment_path,trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,investment_path_over_initial_investment,gi_dyn_h4,gi_dyn0,481,27,2004,2021,12,12,OK,numerator,gi_dyn_h4,5,log_gdp_pc_z_lag1,0.003834295222484206,0.0013057444059572758,2.9364822127445245,0.0033195785703137304
