country,year,nominal_gdp_mio_eur,debt_raw,gdp_pc_current_pps,gdp_pc_real_index_2020,gdp_pc_current_pps_2020_anchor,real_ppp_gdp_pc_2020pps,log_real_ppp_gdp_pc_raw,hh_total_financial_assets_mio_eur,hh_total_financial_liabilities_mio_eur,hh_net_financial_worth_to_gdp,liq_raw,trade_raw
BEL,2015,415538.0,105.7,33127.0,100.307,35850.5,35960.561035,10.490178090104564,1269722.2,249485.1,2.455219739229625,-2.455219739229625,0.50866
BEL,2016,428467.1,105.8,33631.0,100.992,35850.5,36206.13696,10.496983912727165,1322517.3,260699.7,2.4781776710510566,-2.4781776710510566,0.50396
BEL,2017,443407.2,102.6,34519.6,102.086,35850.5,36598.34143,10.507758202242433,1344505.1,272101.1,2.4185534199715293,-2.4185534199715293,0.51014
BEL,2018,459491.8,100.2,35579.3,103.531,35850.5,37116.381155,10.521813691711213,1313167.8,281978.5,2.2441952174119324,-2.2441952174119324,0.50968
BEL,2019,479444.9,97.7,36884.8,105.489,35850.5,37818.333945,10.540549289021074,1416361.8,299038.9,2.330451111274726,-2.330451111274726,0.50027
BEL,2020,463750.9,111.4,35850.5,100.0,35850.5,35850.5,10.487112792931903,1480742.8,310580.3,2.5232565586395626,-2.5232565586395626,0.51122
BEL,2021,506047.2,108.7,38699.2,105.818,35850.5,37936.28209,10.543663244222289,1572194.4,327971.0,2.458710175651599,-2.458710175651599,0.51014
BEL,2022,561678.2,103.3,42520.1,109.192,35850.5,39145.87796,10.575050407497706,1489586.5,345250.1,2.037352348729219,-2.037352348729219,0.53673
BEL,2023,601866.5,102.5,45365.7,109.957,35850.5,39420.134285,10.582031987220443,1574828.1,352512.4,2.030875119316327,-2.030875119316327,
BEL,2024,619914.3,103.9,46587.9,110.505,35850.5,39616.595025,10.587003375746697,1651405.4,360586.8,2.0822533050132894,-2.0822533050132894,
BEL,2025,642015.3,107.9,47738.3,111.084,35850.5,39824.169420000006,10.592229278816886,1723860.6,374016.0,2.1025115756587107,-2.1025115756587107,
BGR,1995,14518.4,76.8,6483.9,47.653,17473.0,8326.40869,9.027187512545918,,,,,0.35223
BGR,1996,9827.9,244.5,5803.1,50.393,17473.0,8805.168889999999,9.083094201893426,1362.8,137.8,0.12464514290947201,-0.12464514290947201,0.46338
BGR,1997,10064.7,96.7,4811.3,43.544,17473.0,7608.443119999999,8.937013846482845,2449.0,169.0,0.22653432293063874,-0.22653432293063874,0.44927
BGR,1998,13437.4,66.7,5140.3,45.497,17473.0,7949.69081,8.98088831506817,3343.1,325.8,0.22454492684596722,-0.22454492684596722,0.36557
BGR,1999,12804.2,75.8,4853.7,41.911,17473.0,7323.1090300000005,8.898790247657049,4083.9,399.7,0.2877337123756267,-0.2877337123756267,0.45448
BGR,2000,14440.0,70.7,5335.8,44.051,17473.0,7697.0312300000005,8.948589978951057,5592.0,616.3,0.3445775623268698,-0.3445775623268698,0.43905
BGR,2001,15905.3,64.5,5831.9,47.22,17473.0,8250.7506,9.018059457008313,6544.3,858.0,0.357509760897311,-0.357509760897311,0.44322
BGR,2002,17478.3,51.0,6358.0,50.275,17473.0,8784.55075,9.080749861009663,7751.9,1173.6,0.37636955539154265,-0.37636955539154265,0.45624
BGR,2003,18798.3,43.4,6869.3,53.214,17473.0,9298.08222,9.137563444973317,9320.4,1879.9,0.39580706766037355,-0.39580706766037355,0.47971
BGR,2004,21093.2,35.7,7456.4,56.988,17473.0,9957.51324,9.206082644705932,11090.8,2782.6,0.39388049229135447,-0.39388049229135447,0.5259
BGR,2005,24039.9,26.6,8341.8,61.334,17473.0,10716.88982,9.279576263797967,13392.8,4466.1,0.37132849970257775,-0.37132849970257775,0.52435
BGR,2006,27409.6,20.9,8954.7,65.854,17473.0,11506.66942,9.350682095810802,14576.0,6340.0,0.30047866440954996,-0.30047866440954996,0.50315
BGR,2007,32464.2,16.3,9972.4,70.596,17473.0,12335.239080000001,9.420215411021266,27878.8,9504.9,0.5659742115930779,-0.5659742115930779,0.49284
BGR,2008,37246.1,13.0,10942.7,75.281,17473.0,13153.849130000002,9.484469704280544,35887.2,12574.0,0.6259232510249395,-0.6259232510249395,0.50535
BGR,2009,37417.1,13.7,10512.3,73.128,17473.0,12777.65544,9.455453255702464,42640.0,12818.5,0.79700190554586,-0.79700190554586,0.37736
BGR,2010,38289.4,15.3,11113.0,74.767,17473.0,13064.03791,9.477618536513818,44997.7,12986.8,0.8360251140002193,-0.8360251140002193,0.41077
BGR,2011,41479.2,15.2,11734.9,78.261,17473.0,13674.54453,9.523291319971332,46637.0,12932.5,0.8125638874423808,-0.8125638874423808,0.44146
BGR,2012,42254.6,16.6,12125.1,79.753,17473.0,13935.24169,9.542176283863238,48125.7,12663.5,0.8392506378003814,-0.8392506378003814,0.48085
BGR,2013,42055.5,17.0,12194.1,80.482,17473.0,14062.61986,9.55127548228823,54669.9,12886.1,0.9935394894841342,-0.9935394894841342,0.50478
BGR,2014,43024.0,27.0,12894.9,82.239,17473.0,14369.62047,9.5728715674508,59800.2,13320.7,1.0803156377835628,-1.0803156377835628,0.53037
BGR,2015,45797.1,25.9,13586.9,86.121,17473.0,15047.92233,9.618995209484293,64682.8,13307.0,1.1218133899308036,-1.1218133899308036,0.50798
BGR,2016,48751.4,29.1,14411.0,89.887,17473.0,15705.95551,9.661795251255397,70728.0,13696.3,1.1698474300225223,-1.1698474300225223,0.49576
BGR,2017,52501.0,25.1,15329.3,93.586,17473.0,16352.281780000001,9.702122724997816,76172.7,14974.9,1.1656501780918458,-1.1656501780918458,0.49526
BGR,2018,55999.7,22.2,16273.7,97.089,17473.0,16964.36097,9.73887000895805,79846.6,16146.8,1.137502522334941,-1.137502522334941,0.51176
BGR,2019,61194.4,20.1,17407.9,102.204,17473.0,17858.104919999998,9.790212741297891,84825.2,17964.7,1.0925918057861503,-1.0925918057861503,0.49766
BGR,2020,61855.6,24.5,17473.0,100.0,17473.0,17473.0,9.768412111339039,88035.6,18970.6,1.1165520987590454,-1.1165520987590454,0.49174
BGR,2021,71343.9,23.8,19748.1,108.547,17473.0,18966.41731,9.850425184259713,103758.7,20895.0,1.1614686048842298,-1.1614686048842298,0.48208
BGR,2022,86078.2,22.5,22421.1,113.718,17473.0,19869.94614,9.896963624923165,102889.0,23506.1,0.9222184014070925,-0.9222184014070925,0.50027
BGR,2023,94525.1,22.9,24253.5,115.962,17473.0,20262.04026,9.916504476582332,111579.5,26439.3,0.9007152597564032,-0.9007152597564032,
BGR,2024,104767.2,23.8,26324.2,119.986,17473.0,20965.15378,9.950616994660242,124078.8,31536.5,0.883313670690827,-0.883313670690827,
BGR,2025,116018.3,29.9,28341.5,124.038,17473.0,21673.15974,9.983829895622183,135750.5,37248.5,0.8490212319952972,-0.8490212319952972,
HRV,1995,17520.1,23.3,6742.6,53.845,20213.9,10884.174455000002,9.295065128348735,8029.9,738.4,0.4161791313976519,-0.4161791313976519,0.40649
HRV,1996,19176.8,25.3,7460.9,57.923,20213.9,11708.497297,9.368070121884116,10800.0,996.1,0.5112375370239038,-0.5112375370239038,0.40771
HRV,1997,21280.4,24.7,7978.1,61.796,20213.9,12491.381644000001,9.432794217017694,13252.8,1926.3,0.532250333640345,-0.532250333640345,0.43824
HRV,1998,22936.1,22.6,8228.4,63.227,20213.9,12780.642553000001,9.455687004680149,13409.4,2562.4,0.47292259800053194,-0.47292259800053194,0.42643
HRV,1999,22188.9,28.8,8309.2,62.961,20213.9,12726.873579000001,9.451471066651283,14662.7,2740.8,0.5372911681065758,-0.5372911681065758,0.43439
HRV,2000,23631.3,35.4,8866.0,65.458,20213.9,13231.614662000002,9.490364295164701,16460.4,3326.1,0.5558009927511395,-0.5558009927511395,0.46126
HRV,2001,25936.5,36.6,9645.1,70.129,20213.9,14175.805931000003,9.559291982782192,20926.5,4724.3,0.6246872168565535,-0.6246872168565535,0.46126
HRV,2002,28760.9,36.5,10465.4,74.113,20213.9,14981.127707,9.61454653507887,21780.6,6589.6,0.5281823586883581,-0.5281823586883581,0.46794
HRV,2003,31016.3,37.8,11238.4,78.238,20213.9,15814.951082000001,9.668711042595541,21909.9,8103.7,0.4451272395482376,-0.4451272395482376,0.4586
HRV,2004,33802.7,40.0,11991.1,81.449,20213.9,16464.019411,9.708932637069735,23777.5,9950.8,0.40904128960112657,-0.40904128960112657,0.45827
HRV,2005,36834.9,40.9,12651.6,84.907,20213.9,17163.016073,9.750512119427489,28577.2,12319.9,0.4413558880301019,-0.4413558880301019,0.445
HRV,2006,40621.0,38.4,14012.9,89.183,20213.9,18027.362437000003,9.799646018030973,33480.2,14938.7,0.4564510967233696,-0.4564510967233696,0.42391
HRV,2007,44423.0,37.1,15440.8,93.692,20213.9,18938.807188,9.848968386298553,42073.4,17735.0,0.5478783513045045,-0.5478783513045045,0.41399
HRV,2008,48556.5,38.9,16306.4,95.582,20213.9,19320.849898,9.868940097378662,40403.3,20398.2,0.41199633416741327,-0.41199633416741327,0.40831
HRV,2009,45861.3,47.9,15365.0,89.165,20213.9,18023.723935,9.799444165472368,41203.1,19938.8,0.4636654434130737,-0.4636654434130737,0.36971
HRV,2010,45983.8,56.8,15243.6,88.178,20213.9,17824.212742,9.78831307836045,45103.2,20253.3,0.5404055341228867,-0.5404055341228867,0.37656
HRV,2011,45758.9,63.1,15782.9,88.356,20213.9,17860.193484,9.79032968774247,44543.7,19938.7,0.5377096040333137,-0.5377096040333137,0.41436
HRV,2012,44867.7,68.9,15972.1,86.877,20213.9,17561.229903,9.773448904770587,46171.6,19594.0,0.5923548566117719,-0.5923548566117719,0.43085
HRV,2013,44799.3,79.5,16209.1,87.365,20213.9,17659.873735,9.779050324358892,48621.1,19098.5,0.6589969039694816,-0.6589969039694816,0.44735
HRV,2014,44280.7,83.2,16301.6,87.587,20213.9,17704.748593,9.781588164671112,52686.5,18944.5,0.7620024073693505,-0.7620024073693505,0.46955
HRV,2015,45487.5,82.8,17084.7,90.589,20213.9,18311.569871,9.815288372442161,55515.2,18647.5,0.8105017862050014,-0.8105017862050014,0.46289
HRV,2016,47573.5,79.3,17960.8,94.904,20213.9,19183.799656,9.861821433926693,57781.9,17983.3,0.8365707799510232,-0.8365707799510232,0.41052
HRV,2017,50204.3,76.2,19169.3,99.475,20213.9,20107.777025000003,9.908861935880882,60655.5,18601.0,0.8376672914471469,-0.8376672914471469,0.44544
HRV,2018,53035.3,72.8,20216.2,103.724,20213.9,20966.665636,9.950689104863029,63951.9,19521.6,0.8377495743401093,-0.8377495743401093,0.48653
HRV,2019,55767.8,70.9,21518.8,108.001,20213.9,21831.214139,9.991096065908502,69251.2,20793.0,0.8689279476687263,-0.8689279476687263,0.48511
HRV,2020,50717.8,86.5,20213.9,100.0,20213.9,20213.9,9.914125765555982,73490.4,20889.1,1.0371368631920153,-1.0371368631920153,0.44805
HRV,2021,58390.4,78.2,23588.3,113.632,20213.9,22969.458848000002,10.041920736328567,81632.6,21850.9,1.0238275469940266,-1.0238275469940266,0.47442
HRV,2022,67609.4,68.5,26007.7,122.511,20213.9,24764.251029000003,10.117156401439628,84448.5,22998.2,0.9089017207666391,-0.9089017207666391,0.47683
HRV,2023,79186.3,60.9,29846.2,127.032,20213.9,25678.121447999998,10.153394602791685,96541.9,25269.7,0.9000572068653289,-0.9000572068653289,
HRV,2024,85905.2,57.4,31053.0,131.496,20213.9,26580.469944,10.187932012472114,108774.7,27906.3,0.9413679265050311,-0.9413679265050311,
HRV,2025,92975.1,56.3,32449.1,135.507,20213.9,27391.249473,10.217978879069893,118751.0,31356.5,0.9399774778408412,-0.9399774778408412,
