country,year,nominal_gdp_mio_eur,debt_raw,gdp_pc_current_pps,gdp_pc_real_index_2020,gdp_pc_current_pps_2020_anchor,real_ppp_gdp_pc_2020pps,log_real_ppp_gdp_pc_raw,hh_total_financial_assets_mio_eur,hh_total_financial_liabilities_mio_eur,hh_net_financial_worth_to_gdp,liq_raw,trade_raw
CYP,1995,7596.0,49.7,14316.6,72.332,27194.2,19670.108743999997,9.886855439786736,12632.3,5613.0,0.9240784623486045,-0.9240784623486045,0.45963
CYP,1996,7890.1,51.0,14675.5,72.078,27194.2,19601.035476,9.883337674231296,13380.6,6223.8,0.9070607470120784,-0.9070607470120784,0.45873
CYP,1997,8414.3,54.9,14877.1,72.939,27194.2,19835.177538,9.895212283652008,14250.1,6960.9,0.8662871540116233,-0.8662871540116233,0.47031
CYP,1998,9152.6,56.4,15608.4,76.451,27194.2,20790.237842,9.94223882099826,14871.8,7746.8,0.7784673207613136,-0.7784673207613136,0.46006
CYP,1999,9839.7,56.5,16431.9,79.377,27194.2,21585.940134,9.979797462009817,23851.6,9033.0,1.5060011992235534,-1.5060011992235534,0.46663
CYP,2000,10804.6,56.5,17688.4,83.228,27194.2,22633.188776,10.027172637936337,22069.2,9990.1,1.1179590174555283,-1.1179590174555283,0.48791
CYP,2001,11602.9,58.1,18931.1,85.592,27194.2,23276.059663999997,10.055180629100308,23397.4,10376.6,1.1222022080686727,-1.1222022080686727,0.4803
CYP,2002,12083.0,61.3,19313.2,87.764,27194.2,23866.717687999997,10.080240202043706,28392.8,10898.7,1.4478275262765867,-1.4478275262765867,0.49173
CYP,2003,12871.3,64.6,19938.1,88.976,27194.2,24196.311392,10.09395547870921,30236.6,10852.0,1.506032801659506,-1.506032801659506,0.44386
CYP,2004,13938.0,65.5,21199.6,92.206,27194.2,25074.684052,10.129614012631112,26996.9,12018.0,1.0746807289424596,-1.0746807289424596,0.43514
CYP,2005,15039.3,64.1,22741.4,95.299,27194.2,25915.800658000004,10.16260812568967,35653.9,15667.5,1.3289448312088996,-1.3289448312088996,0.40287
CYP,2006,16263.8,60.0,23864.0,98.14,27194.2,26688.387880000002,10.19198383892576,39810.3,17062.7,1.3986645187471565,-1.3986645187471565,0.4131
CYP,2007,17591.0,55.7,25967.1,100.971,27194.2,27458.255682000003,10.22042215516305,45663.8,19727.7,1.474395997953499,-1.474395997953499,0.42393
CYP,2008,19009.5,47.1,27029.6,102.058,27194.2,27753.856636,10.231130087391925,44499.0,22641.4,1.1498250874562719,-1.1498250874562719,0.38744
CYP,2009,18675.5,57.6,25593.1,97.352,27194.2,26474.097584000003,10.183922084298501,48679.6,24221.7,1.3096249096409733,-1.3096249096409733,0.38408
CYP,2010,19461.1,60.1,25363.5,97.004,27194.2,26379.461768,10.18034102303056,50263.6,26223.5,1.2352898859776682,-1.2352898859776682,0.43344
CYP,2011,19858.1,69.9,24894.2,94.955,27194.2,25822.25261,10.158991903430211,51477.2,27546.5,1.2050850786329004,-1.2050850786329004,0.43917
CYP,2012,19495.4,84.4,23616.7,90.456,27194.2,24598.785552,10.110452352896946,52489.1,28408.7,1.2351836843563095,-1.2351836843563095,0.41718
CYP,2013,18040.3,108.3,21994.0,84.596,27194.2,23005.205432000002,10.043475792434506,49630.8,27109.8,1.2483717011357907,-1.2483717011357907,0.46236
CYP,2014,17482.8,113.5,21426.7,83.19,27194.2,22622.85498,10.026715956559798,46747.9,26491.1,1.1586702358889882,-1.1586702358889882,0.48489
CYP,2015,17944.2,111.6,22563.5,85.845,27194.2,23344.86099,10.058132152793178,46425.9,26353.5,1.1186009964222423,-1.1186009964222423,0.46007
CYP,2016,19013.8,106.9,24483.3,91.007,27194.2,24748.625594,10.116525234899347,46013.3,25958.0,1.0547760047965165,-1.0547760047965165,0.47962
CYP,2017,20312.4,96.5,25941.8,95.427,27194.2,25950.609234000003,10.163950365543883,46971.5,25348.3,1.0645320100037414,-1.0645320100037414,0.49588
CYP,2018,21807.8,100.7,27303.3,100.248,27194.2,27261.641616,10.213235924126986,47282.1,24995.2,1.0219692036794175,-1.0219692036794175,0.43634
CYP,2019,23400.9,92.3,28873.4,104.728,27194.2,28479.941776,10.256955321141799,49013.9,24275.3,1.0571644680332808,-1.0571644680332808,0.42177
CYP,2020,22373.6,113.6,27194.2,100.0,27194.2,27194.2,10.210758994252094,51491.7,24074.2,1.2254398040547787,-1.2254398040547787,0.47972
CYP,2021,25679.9,96.5,30382.9,109.743,27194.2,29843.730905999997,10.303730076863983,55060.7,24731.5,1.1810482128045667,-1.1810482128045667,0.48153
CYP,2022,29645.4,80.1,34492.4,117.135,27194.2,31853.926170000002,10.36891592404675,55591.3,24825.8,1.0377832648572798,-1.0377832648572798,0.52716
CYP,2023,32439.2,71.1,37398.6,119.059,27194.2,32377.142578,10.385207976827482,58145.5,25009.6,1.0214771017780957,-1.0214771017780957,
CYP,2024,34770.2,62.7,39456.3,121.601,27194.2,33068.419142,10.406334001446465,62067.2,24721.9,1.0740605460998212,-1.0740605460998212,
CYP,2025,36483.5,55.0,40874.5,124.226,27194.2,33782.266892,10.427691295629424,65061.6,24974.0,1.0987871229459893,-1.0987871229459893,
CZE,1995,46333.6,13.5,11683.9,58.441,29178.2,17052.031862,9.744024646403178,53369.9,6817.4,1.004724433240672,-1.004724433240672,0.40258
CZE,1996,53416.0,11.5,12523.5,60.968,29178.2,17789.364976,9.786356084463476,59511.6,6050.4,1.0008461884079676,-1.0008461884079676,0.38192
CZE,1997,55174.6,12.1,12475.9,60.674,29178.2,17703.581068,9.781522218323932,60575.6,5833.6,0.9921594356823611,-0.9921594356823611,0.39821
CZE,1998,60164.9,13.9,12532.8,60.486,29178.2,17648.726051999998,9.778418881399519,72727.4,6294.0,1.1041886548469289,-1.1041886548469289,0.39505
CZE,1999,61470.4,15.1,12949.9,61.392,29178.2,17913.080544,9.793286481604257,72945.4,6818.4,1.075753533407949,-1.075753533407949,0.41373
CZE,2000,67409.2,16.9,13542.2,63.919,29178.2,18650.413658,9.833623604879607,75686.3,7901.3,1.0055749066892947,-1.0055749066892947,0.46243
CZE,2001,76070.6,22.6,14649.9,66.094,29178.2,19285.039508,9.867084919279069,88720.0,9473.6,1.04174806035446,-1.04174806035446,0.45918
CZE,2002,87795.9,25.7,15033.7,67.248,29178.2,19621.755936,9.88439422636242,95135.1,12174.1,0.944930230227152,-0.944930230227152,0.4204
CZE,2003,88965.6,28.1,16087.6,69.462,29178.2,20267.761284,9.916786788551306,81172.7,13383.1,0.7619754152166679,-0.7619754152166679,0.40587
CZE,2004,96822.8,28.3,17134.9,72.715,29178.2,21216.92813,9.962554638729333,92203.5,17513.9,0.7714050822740098,-0.7714050822740098,0.44356
CZE,2005,110418.8,27.7,18074.2,77.145,29178.2,22509.522390000002,10.02169371599465,103713.5,22503.1,0.7354762051389799,-0.7354762051389799,0.44585
CZE,2006,124559.0,27.6,18965.9,81.993,29178.2,23924.081525999998,10.082640825866383,117952.8,28270.8,0.7199961464045151,-0.7199961464045151,0.44098
CZE,2007,138897.5,27.3,20692.0,86.024,29178.2,25100.254768000003,10.130633275187884,138551.1,37923.1,0.7244766824456884,-0.7244766824456884,0.44202
CZE,2008,161852.2,28.2,21587.1,87.366,29178.2,25491.826212,10.146113139056482,147284.4,45019.4,0.6318418903172153,-0.6318418903172153,0.42445
CZE,2009,149253.1,33.4,20826.7,82.684,29178.2,24125.702888000003,10.091033061036649,157009.4,48816.1,0.7248981763192858,-0.7248981763192858,0.40143
CZE,2010,159506.1,36.7,21227.7,84.72,29178.2,24719.77104,10.11535864939281,176590.1,53617.3,0.7709598567076745,-0.7709598567076745,0.43763
CZE,2011,166545.5,39.4,21786.3,86.391,29178.2,25207.338762000003,10.134890451817279,177524.3,54896.0,0.7363050938031949,-0.7363050938031949,0.45189
CZE,2012,163759.4,43.8,21767.3,85.642,29178.2,24988.794044,10.126182765121548,194715.8,57896.7,0.8354885276814643,-0.8354885276814643,0.4848
CZE,2013,160470.0,44.1,22410.7,85.643,29178.2,24989.085826000002,10.126194441567238,190521.8,55815.1,0.839450987723562,-0.839450987723562,0.48568
CZE,2014,158991.5,41.5,23517.1,87.554,29178.2,25546.681228,10.148262693966032,194774.1,56021.9,0.8727019997924418,-0.8727019997924418,0.50256
CZE,2015,170527.3,39.5,24603.7,91.863,29178.2,26803.969866,10.19630528485724,214646.9,60470.8,0.904113886750098,-0.904113886750098,0.49936
CZE,2016,179145.9,36.2,25443.3,94.179,29178.2,27479.736978,10.2212041748931,233220.5,64436.5,0.942159435409909,-0.942159435409909,0.49395
CZE,2017,196738.7,33.8,27214.7,98.982,29178.2,28881.165924,10.270944963521503,265706.3,77069.8,0.9588174568602923,-0.9588174568602923,0.48737
CZE,2018,213505.4,31.7,28492.8,101.656,29178.2,29661.390992,10.297601512501894,285483.5,80781.5,0.9587673192340803,-0.9587673192340803,0.48651
CZE,2019,229406.7,29.6,30008.3,105.12,29178.2,30672.12384,10.331109502835961,312431.4,86162.2,0.9863234160118253,-0.9863234160118253,0.48042
CZE,2020,220310.6,36.9,29178.2,100.0,29178.2,29178.2,10.281177134087752,336337.2,87963.8,1.1273783467522671,-1.1273783467522671,0.46282
CZE,2021,246012.3,40.7,30502.4,104.042,29178.2,30357.582844000004,10.32080161187097,379678.6,98852.6,1.1415120300895525,-1.1415120300895525,0.45294
CZE,2022,286976.8,42.5,32419.5,104.432,29178.2,30471.377824,10.324543089992522,416904.2,105852.3,1.0838921473791612,-1.0838921473791612,0.45655
CZE,2023,319099.1,42.2,34972.6,103.343,29178.2,30153.627226,10.314060500922462,443983.3,105837.2,1.0596899207800963,-1.0596899207800963,
CZE,2024,320786.5,43.3,36175.9,104.47,29178.2,30482.46554,10.324906896949077,471595.6,106790.1,1.13722210878575,-1.13722210878575,
CZE,2025,346583.4,44.3,38452.9,107.176,29178.2,31272.027631999998,10.350479291074345,527386.3,118174.8,1.1807013838516214,-1.1807013838516214,
DNK,1995,141320.3,,19000.6,77.485,40054.4,31036.15184,10.34290799238491,196347.0,107193.2,0.630863364994272,-0.630863364994272,0.34242
DNK,1996,147724.2,,20102.3,79.242,40054.4,31739.907648000004,10.365330084435335,213408.7,113622.5,0.6754898655738193,-0.6754898655738193,0.33548
DNK,1997,152890.7,,20821.9,81.406,40054.4,32606.684864000003,10.392272603511364,244775.6,120801.4,0.8108681561403015,-0.8108681561403015,0.33868
DNK,1998,158043.8,,21469.4,83.012,40054.4,33249.958528,10.411808798805026,272356.6,128661.5,0.9092106112356194,-0.9092106112356194,0.33955
DNK,1999,166899.4,,22270.6,85.197,40054.4,34125.147168,10.437789845093347,319058.2,133635.2,1.1109866182862251,-1.1109866182862251,0.34
DNK,2000,177893.5,53.6,23799.3,88.073,40054.4,35277.111712,10.470989639195698,342985.8,142202.2,1.128673054383662,-1.128673054383662,0.36359
DNK,2001,184146.3,50.1,24394.5,88.597,40054.4,35486.996768,10.476921620138237,349532.7,156155.9,1.050125905326363,-1.050125905326363,0.36045
DNK,2002,189957.5,50.3,25143.7,88.699,40054.4,35527.852256,10.478072238440436,363366.1,170191.0,1.016938525722859,-1.016938525722859,0.35993
DNK,2003,193641.7,48.2,25351.8,88.86,40054.4,35592.33984,10.479885720653375,394580.3,184949.6,1.0825700249481387,-1.0825700249481387,0.34657
DNK,2004,202915.9,46.2,26987.5,91.098,40054.4,36488.757312,10.504759473273719,454985.9,200821.0,1.252562761222753,-1.252562761222753,0.34695
DNK,2005,213381.8,39.4,28049.7,92.981,40054.4,37242.981664,10.525218794351293,559438.8,224961.6,1.5675057572857671,-1.5675057572857671,0.3551
DNK,2006,225930.8,33.2,29738.4,96.206,40054.4,38534.736064000004,10.559315348934712,622243.6,253342.7,1.6328048234238093,-1.6328048234238093,0.37647
DNK,2007,233960.3,29.5,30885.9,96.735,40054.4,38746.62384,10.564798904276063,649261.4,278335.3,1.5854232534323134,-1.5854232534323134,0.37908
DNK,2008,242720.1,35.5,32185.8,95.765,40054.4,38358.09616,10.554720896900237,615506.0,302600.1,1.2891635262180594,-1.2891635262180594,0.37765
DNK,2009,232270.0,43.0,30595.6,90.509,40054.4,36252.836896,10.49827291642073,660224.7,315746.7,1.4830929521677356,-1.4830929521677356,0.35076
DNK,2010,243429.9,46.1,32584.5,91.531,40054.4,36662.192864000004,10.509501335862277,704118.3,327321.1,1.5478673737285358,-1.5478673737285358,0.35368
DNK,2011,248105.0,50.0,33121.4,92.35,40054.4,36990.2384,10.518409329790861,731472.8,327412.8,1.6285846718123378,-1.6285846718123378,0.35969
DNK,2012,254300.7,48.7,33054.7,92.006,40054.4,36852.451264,10.514677415459396,765665.9,326991.3,1.7250231713872592,-1.7250231713872592,0.37566
DNK,2013,259530.9,47.8,33840.5,92.913,40054.4,37215.744672,10.524487194589783,779322.1,334321.7,1.7146335946894955,-1.7146335946894955,0.37602
DNK,2014,265635.7,48.7,34318.7,93.599,40054.4,37490.517856,10.531843322811405,900075.9,338348.8,2.11465213448343,-2.11465213448343,0.37232
DNK,2015,272193.0,44.6,35165.0,94.911,40054.4,38016.031584000004,10.545763233530053,958364.4,333896.5,2.2942099907051245,-2.2942099907051245,0.3769
DNK,2016,282265.1,41.7,35992.7,97.037,40054.4,38867.588128,10.567915972216964,993837.2,344039.7,2.302082333239214,-2.302082333239214,0.35389
DNK,2017,294355.0,40.2,37964.1,99.373,40054.4,39803.258912000005,10.591704070131419,1038697.2,348289.6,2.3454930271271084,-2.3454930271271084,0.35257
DNK,2018,301017.3,38.5,38810.6,100.718,40054.4,40341.990592,10.605148155655163,1022745.7,349471.6,2.2366624775386663,-2.2366624775386663,0.37372
DNK,2019,308546.2,38.3,39393.0,102.036,40054.4,40869.907584,10.618149315337268,1147518.2,358996.7,2.5556026941832375,-2.5556026941832375,0.37827
DNK,2020,312118.3,45.2,40054.4,100.0,40054.4,40054.4,10.597993809133705,1235776.0,371268.4,2.7698074736406038,-2.7698074736406038,0.37836
DNK,2021,343318.6,39.6,44240.3,106.051,40054.4,42478.091744,10.656743733626227,1463168.7,370485.9,3.182707840472377,-3.182707840472377,0.38765
DNK,2022,380567.4,33.3,48465.4,105.584,40054.4,42291.037696,10.652330467786678,1323263.8,339558.8,2.584837797457165,-2.584837797457165,0.43188
DNK,2023,374173.6,33.0,48353.1,105.48,40054.4,42249.381120000005,10.651344984630699,1390906.6,348817.1,2.785042825041639,-2.785042825041639,
DNK,2024,392400.7,30.5,50767.5,108.622,40054.4,43507.890368,10.680697588398118,1496710.2,355232.9,2.908958368320953,-2.908958368320953,
DNK,2025,410372.0,27.9,52921.6,111.226,40054.4,44550.906944,10.704387790581748,1534105.8,365172.5,2.8484723616621017,-2.8484723616621017,
EST,1995,2988.1,8.0,5383.1,35.648,25994.6,9266.555008000001,9.13416696144162,1683.6,136.2,0.5178541548140959,-0.5178541548140959,0.61145
EST,1996,3770.0,7.5,5800.0,38.012,25994.6,9881.067352,9.19837581648587,2334.5,197.6,0.566816976127321,-0.566816976127321,0.60142
EST,1997,4553.7,6.9,6645.5,43.559,25994.6,11322.987814,9.33459025809691,2707.3,371.4,0.512967476996728,-0.512967476996728,0.61829
EST,1998,5067.5,5.9,6996.5,45.87,25994.6,11923.72302,9.386285225745882,2407.5,392.1,0.3977109028120375,-0.3977109028120375,0.59513
EST,1999,5406.9,6.4,7086.4,46.136,25994.6,11992.868655999999,9.392067473449913,3019.1,489.1,0.46792061994858425,-0.46792061994858425,0.5651
EST,2000,6171.6,5.1,7803.7,49.989,25994.6,12994.440594,9.472276898361397,3723.2,705.4,0.48898178754293853,-0.48898178754293853,0.48
EST,2001,6982.1,4.9,8506.2,53.255,25994.6,13843.424229999999,9.53556561403193,3981.2,946.2,0.4346829750361639,-0.4346829750361639,0.47661
EST,2002,7824.9,5.7,9536.2,57.326,25994.6,14901.664396,9.609228190124606,5085.7,1352.1,0.4771434778719217,-0.4771434778719217,0.49696
EST,2003,8746.7,5.6,10751.9,62.053,25994.6,16130.429137999998,9.688462775725052,6290.8,1890.1,0.5031268935712898,-0.5031268935712898,0.49857
EST,2004,9779.6,5.2,11847.8,66.705,25994.6,17339.69793,9.760753829767571,7268.3,2517.7,0.4857662890097755,-0.4857662890097755,0.48347
EST,2005,11345.4,4.7,13587.2,73.455,25994.6,19094.33343,9.857146890959191,8174.5,3795.9,0.38593615033405615,-0.38593615033405615,0.47634
EST,2006,13571.2,4.7,15338.9,81.115,25994.6,21085.51979,9.956341817999164,9540.9,5911.5,0.2674339778354161,-0.2674339778354161,0.47031
EST,2007,16402.2,3.9,17499.8,87.763,25994.6,22813.640798,10.035113916658071,11521.5,7881.8,0.22190315933228466,-0.22190315933228466,0.46074
EST,2008,16618.9,4.7,17679.1,83.545,25994.6,21717.18857,9.985859325982908,15196.8,8695.5,0.3911991768408257,-0.3911991768408257,0.45778
EST,2009,14132.5,8.0,15453.9,71.467,25994.6,18577.560782,9.829709721833567,12705.1,8390.9,0.30526799929241116,-0.30526799929241116,0.42197
EST,2010,14741.8,8.0,16341.2,73.349,25994.6,19066.779154,9.855702788367692,13483.7,8319.2,0.3503303531454775,-0.3503303531454775,0.48463
EST,2011,16741.9,7.6,18339.7,79.142,25994.6,20572.646331999997,9.931717624445213,15278.4,8364.6,0.4129638810409809,-0.4129638810409809,0.51035
EST,2012,18086.6,11.1,19342.5,82.327,25994.6,21400.574342,9.971173039061014,18384.2,8272.1,0.5590934725155641,-0.5590934725155641,0.52949
EST,2013,19163.2,11.4,20055.2,84.091,25994.6,21859.119086,9.992373462931353,20646.2,8394.7,0.6393243299657677,-0.6393243299657677,0.5363
EST,2014,20365.6,11.6,21055.0,87.175,25994.6,22660.79255,10.028391509698515,22964.2,8677.8,0.7014966413952941,-0.7014966413952941,0.52952
EST,2015,21010.9,10.8,21398.6,88.947,25994.6,23121.416862,10.048514603867067,23444.9,9122.6,0.6816604714695705,-0.6816604714695705,0.49978
EST,2016,22189.0,10.2,22190.6,91.517,25994.6,23789.478081999998,10.076998664510743,26504.3,9677.0,0.7583622515660913,-0.7583622515660913,0.48492
EST,2017,24316.1,9.4,23734.0,96.695,25994.6,25135.478469999995,10.132035611951062,30063.4,10410.8,0.8082134881827268,-0.8082134881827268,0.48858
EST,2018,26438.5,8.5,25227.3,100.004,25994.6,25995.639784,10.165684102324914,32887.6,11121.7,0.8232653138415568,-0.8232653138415568,0.48637
EST,2019,28472.1,9.0,26438.1,103.286,25994.6,26848.782556,10.197975756488155,36459.6,11928.9,0.8615697472262319,-0.8615697472262319,0.47481
EST,2020,27859.3,19.1,25994.6,100.0,25994.6,25994.6,10.165644103124892,40227.3,12435.5,0.9975771106955309,-0.9975771106955309,0.52202
EST,2021,31453.3,18.4,28242.8,108.159,25994.6,28115.499413999998,10.244076283826585,46717.0,13419.4,1.058636136748767,-1.058636136748767,0.54883
EST,2022,36300.9,19.2,30029.1,106.694,25994.6,27734.678524,10.23043884143604,49296.9,14876.4,0.9481996314140971,-0.9481996314140971,0.52108
EST,2023,38353.4,20.2,30609.9,101.177,25994.6,26300.556442,10.177345375432534,52841.3,15711.5,0.9680967006836422,-0.9680967006836422,
EST,2024,39847.7,23.5,31555.3,100.438,25994.6,26108.456348,10.170014538842427,58656.3,17057.8,1.0439372912363827,-1.0439372912363827,
EST,2025,41620.8,24.1,32941.9,101.371,25994.6,26350.985965999997,10.179260971333987,61811.8,18467.6,1.0414071810248722,-1.0414071810248722,
FIN,1995,102544.7,55.2,16386.2,66.897,34039.9,22771.671903000002,10.03327258205395,75000.9,39852.4,0.34276271713701434,-0.34276271713701434,0.36477
FIN,1996,104034.1,55.4,17002.7,69.119,34039.9,23528.038481,10.065948115773127,80550.1,36721.8,0.4212878277410964,-0.4212878277410964,0.37237
FIN,1997,111990.0,52.2,18228.2,73.324,34039.9,24959.416276000004,10.125006435831693,88499.8,34986.6,0.4778390927761408,-0.4778390927761408,0.36861
FIN,1998,119690.6,46.8,19610.8,77.118,34039.9,26250.890082,10.175455175330624,105550.0,37922.0,0.5650234855535856,-0.5650234855535856,0.35274
FIN,1999,126888.0,44.1,20693.6,80.316,34039.9,27339.486084000004,10.216087312881081,134040.0,41184.0,0.7317949687913751,-0.7317949687913751,0.34394
FIN,2000,136386.0,45.1,22245.3,84.761,34039.9,28852.559639,10.26995399032301,145861.0,45020.0,0.7393794084436819,-0.7393794084436819,0.34687
FIN,2001,144613.0,43.4,23012.8,86.801,34039.9,29546.973599,10.293736601311844,143512.0,48478.0,0.6571608361627239,-0.6571608361627239,0.33541
FIN,2002,148440.0,42.6,23444.6,88.052,34039.9,29972.812748000004,10.30804600802566,141562.0,54071.0,0.5894031258420911,-0.5894031258420911,0.33928
FIN,2003,151714.0,45.2,23851.2,89.61,34039.9,30503.154390000003,10.325585379870704,157917.0,59933.0,0.6458467906719222,-0.6458467906719222,0.34545
FIN,2004,158741.0,44.9,25492.2,92.928,34039.9,31632.598272000003,10.361943458736851,171264.0,69416.0,0.6415985788170668,-0.6415985788170668,0.35049
FIN,2005,164666.0,42.1,26251.0,95.183,34039.9,32400.198017000002,10.385919813397548,192264.0,79517.0,0.6847011526362455,-0.6847011526362455,0.3557
FIN,2006,172861.0,40.2,27388.0,98.629,34039.9,33573.212971,10.421483794986107,210415.0,91198.0,0.6896697346422849,-0.6896697346422849,0.35647
FIN,2007,187059.0,36.0,29879.5,103.429,34039.9,35207.128171000004,10.469003845942803,216510.0,100863.0,0.6182380960017962,-0.6182380960017962,0.3614
FIN,2008,194253.0,34.7,31104.6,103.756,34039.9,35318.438644,10.472160447738517,194365.0,109071.0,0.439087169824919,-0.439087169824919,0.39541
FIN,2009,181735.0,44.1,28678.4,94.921,34039.9,32311.013479000005,10.38316342567417,218885.0,112547.0,0.5851266954631744,-0.5851266954631744,0.37754
FIN,2010,188147.0,50.1,29484.8,97.481,34039.9,33182.434919,10.409775946193529,241943.0,119534.0,0.6506029859631033,-0.6506029859631033,0.38632
FIN,2011,197655.0,52.0,30438.2,99.35,34039.9,33818.64065,10.428767427972401,232046.0,127841.0,0.5272064961675647,-0.5272064961675647,0.38441
FIN,2012,200378.0,57.9,30084.2,97.373,34039.9,33145.671827000006,10.408667423801797,249866.0,132808.0,0.5841858886704129,-0.5841858886704129,0.39253
FIN,2013,203497.0,60.8,29828.9,95.975,34039.9,32669.794025,10.394206199861436,274101.0,136777.0,0.6748207590283887,-0.6748207590283887,0.37596
FIN,2014,205855.0,64.8,29773.7,95.106,34039.9,32373.987294000002,10.385110518018386,288574.0,138004.0,0.7314371766534696,-0.7314371766534696,0.36398
FIN,2015,210192.0,68.8,30379.3,95.236,34039.9,32418.239164000006,10.38647648055123,301862.0,143974.0,0.75116084341935,-0.75116084341935,0.352
FIN,2016,215717.0,68.6,30955.1,97.422,34039.9,33162.351378,10.409170516807608,312347.0,153897.0,0.7345271814460613,-0.7345271814460613,0.35009
FIN,2017,224706.0,66.6,32444.6,100.404,34039.9,34177.421195999996,10.439320506076037,326715.0,164187.0,0.7232917679100691,-0.7232917679100691,0.35801
FIN,2018,231905.0,65.4,33393.2,101.455,34039.9,34535.180545,10.449733809394163,327778.0,177591.0,0.6476229490524137,-0.6476229490524137,0.36019
FIN,2019,238518.0,65.3,33999.7,102.724,34039.9,34967.146876000006,10.462164238968022,359496.0,186803.0,0.7240250211724063,-0.7240250211724063,0.3733
FIN,2020,236387.0,75.3,34039.9,100.0,34039.9,34039.9,10.435288644962666,384572.0,198915.0,0.7853942898721165,-0.7853942898721165,0.35245
FIN,2021,248764.0,73.1,36222.4,102.476,34039.9,34882.727924,10.45974708379504,422106.0,207653.0,0.8620740943223296,-0.8620740943223296,0.37583
FIN,2022,266135.0,74.0,38350.4,102.972,34039.9,35051.565828,10.464575565587559,402822.0,212627.0,0.7146560955905837,-0.7146560955905837,0.40791
FIN,2023,273005.0,77.0,39689.0,101.27,34039.9,34472.20673,10.447908676318768,419108.0,211544.0,0.7602937675134155,-0.7602937675134155,
FIN,2024,275993.0,82.4,40848.2,100.863,34039.9,34333.664337,10.443881619380685,437041.0,209378.0,0.8248868630726142,-0.8248868630726142,
FIN,2025,280570.0,88.5,42034.5,100.628,34039.9,34253.670572,10.44154900793348,466533.0,207968.0,0.9215703745945754,-0.9215703745945754,
FRA,1995,1220222.9,57.8,17374.7,82.492,31598.0,26065.82216,10.168380239386504,1954504.9,531050.2,1.1665530125684413,-1.1665530125684413,0.21799
FRA,1996,1259758.8,60.6,18063.6,83.357,31598.0,26339.14486,10.178811509318473,2057256.8,546958.2,1.1988791822688598,-1.1988791822688598,0.22864
FRA,1997,1279326.6,62.0,18612.1,85.171,31598.0,26912.332580000002,10.200339920752201,2187828.3,577337.1,1.258858527603506,-1.258858527603506,0.23983
FRA,1998,1337784.3,62.1,19406.3,87.796,31598.0,27741.780080000004,10.230694861961412,2358386.0,606627.0,1.3094480178904775,-1.3094480178904775,0.23952
FRA,1999,1395148.0,61.4,20283.1,90.323,31598.0,28540.261539999996,10.259071054969217,2658653.0,653312.0,1.4373679351581337,-1.4373679351581337,0.23959
FRA,2000,1473517.3,59.7,21662.5,93.428,31598.0,29521.37944,10.292870006619934,2750446.0,677193.0,1.4070096089133124,-1.4070096089133124,0.25704
FRA,2001,1530070.9,59.3,22706.0,94.521,31598.0,29866.745580000003,10.304500952478922,2686220.0,720273.0,1.2848731388852634,-1.2848731388852634,0.25591
FRA,2002,1578330.4,61.3,23313.8,94.848,31598.0,29970.07104,10.30795453067827,2701184.0,779897.0,1.217290752303827,-1.217290752303827,0.24669
FRA,2003,1622312.8,65.4,23087.6,95.104,31598.0,30050.961919999998,10.310649950099942,2887747.0,833085.0,1.2665017498475015,-1.2665017498475015,0.24049
FRA,2004,1696107.7,66.9,23712.3,97.131,31598.0,30691.45338,10.331739503286228,3054560.0,869794.0,1.288105702249922,-1.288105702249922,0.24235
FRA,2005,1762047.7,68.2,25012.7,98.237,31598.0,31040.927259999997,10.343061846917974,3290468.0,967702.0,1.318219705402981,-1.318219705402981,0.24793
FRA,2006,1846020.8,65.4,25877.1,100.219,31598.0,31667.19962,10.363036711878207,3670216.0,1071904.0,1.4075204353060378,-1.4075204353060378,0.251
FRA,2007,1937876.3,65.5,26999.6,102.141,31598.0,32274.513179999998,10.382033132099924,3882481.0,1184553.0,1.3922085738909133,-1.3922085738909133,0.25214
FRA,2008,1989999.7,69.8,27310.5,101.977,31598.0,32222.692460000002,10.380426218106159,3610554.0,1239425.0,1.1915222901792397,-1.1915222901792397,0.25328
FRA,2009,1935840.2,84.1,26292.5,98.604,31598.0,31156.89192,10.346790749181753,3883710.0,1331543.0,1.3183768990849556,-1.3183768990849556,0.22565
FRA,2010,1996075.1,86.3,27301.3,100.1,31598.0,31629.597999999998,10.361848606765879,4146500.0,1419872.0,1.3659946962917378,-1.3659946962917378,0.24752
FRA,2011,2062141.4,88.7,28075.6,102.056,31598.0,32247.65488,10.381200602680693,4191389.0,1467538.0,1.320884688120805,-1.320884688120805,0.2584
FRA,2012,2088286.7,91.7,27944.5,101.763,31598.0,32155.072740000003,10.37832550073403,4358298.0,1437692.0,1.398565627985851,-1.398565627985851,0.26449
FRA,2013,2120351.9,94.6,28708.1,102.056,31598.0,32247.65488,10.381200602680693,4543432.0,1464335.0,1.4521631998914897,-1.4521631998914897,0.2641
FRA,2014,2153733.1,96.2,28953.5,102.548,31598.0,32403.117039999997,10.386009902091294,4742419.0,1498208.0,1.5063198870835015,-1.5063198870835015,0.26791
FRA,2015,2201401.6,97.0,29516.0,103.184,31598.0,32604.08032,10.392192722712725,4971697.0,1550244.0,1.5542157323770456,-1.5542157323770456,0.27843
FRA,2016,2231819.2,98.1,29858.6,103.682,31598.0,32761.43836,10.397007442986073,5312128.0,1596323.0,1.6649220510335245,-1.6649220510335245,0.27943
