relative_path,suffix,bytes,sha256
figures/figure_debt_margins_2036.png,.png,93620,268a68e0fcbb2cccbc4cd36eb0470422d49efe435d3ef2ba9a4d8adf479b3fa5
figures/figure_intro_dsa_baseline_path.png,.png,50217,7962668856ffcb10b6d27f16d8768b2e52c78f41b57c7a8c7ad10559d62aba4d
figures/figure_ky_paths.png,.png,119625,4f809645df14c2e4d593bb2c39526aaa93433d59d42a66f17577777ea515b3c1
figures/figure_output_spending_ratio_paths.png,.png,86486,1f4e41c0f2636192301675810b43658a9234f4c646b61d57abf0e8cf3ec40fbd
