country,year,trade_z_lag1,debt_z_lag1,liq_z_lag1,log_gdp_pc_z_lag1
MLT,2019,1.7260071809043538,-0.5854489344766947,-1.0498297547315119,0.50452415128444
MLT,2020,1.5534666554150673,-0.6460370782266763,-1.1082867684032087,0.5024630255259872
MLT,2021,1.7132153833249755,-0.3816524509540287,-1.264093271166604,0.3543810296830893
MLT,2022,1.2646100170528307,-0.3568663921472178,-1.110689410113561,0.6694048503375509
MLT,2023,1.4947632122600913,-0.3403423529426775,-0.9078308550251395,0.6674457703485545
MLT,2024,,-0.43397857510174026,-0.6253020356288619,0.8285465018566546
MLT,2025,,-0.46151864044264107,-0.5705658847507742,0.9135926681422445
NLD,1995,,,,
NLD,1996,-0.1058972259284513,0.2903251433639512,-1.2450258549852273,0.08336729679468703
NLD,1997,-0.11650747663382711,0.24075302575032984,-1.1960341758540067,0.15974547494976837
NLD,1998,-0.07842956756032927,0.08652865984128505,-1.2037997930603488,0.25541338292695537
NLD,1999,-0.20337270670774374,0.003908463818582617,-1.173262987611954,0.35868563608657705
NLD,2000,-0.1743184687948927,-0.10900580407911055,-1.190045406225157,0.4704893607212019
NLD,2001,-0.28508155326129125,-0.2880162287949658,-1.0806407773136246,0.5602595168978628
NLD,2002,-0.6480116241180662,-0.3623744052153981,-0.8669443285329638,0.6009057909623239
NLD,2003,-0.6944190758013917,-0.3816524509540287,-0.7619065156484888,0.5905172174869614
NLD,2004,-0.3320839722738897,-0.35135837907903783,-0.7844840848581679,0.5807518184681102
NLD,2005,-0.33307558448934577,-0.3430963594767674,-0.690450719461685,0.6239973637238594
NLD,2006,-0.3485447350504543,-0.35962039868130796,-0.6977840028659108,0.6708064431506273
NLD,2007,-0.34328919030853894,-0.48630469924945174,-0.49773085731132827,0.7579902839295448
NLD,2008,-0.2520608664866174,-0.5468928429994336,-0.2581973891484578,0.852387583248931
NLD,2009,-0.47021555388686453,-0.23018209157907427,-0.41577584326228995,0.8971802549030727
NLD,2010,-0.780689338546035,-0.17510196089727265,-0.49927433992164943,0.7856478589516301
NLD,2011,-1.0035046033589246,-0.10349779101093051,-0.7080226685025497,0.8066243042339895
NLD,2012,-0.677165023252463,-0.040155640726858524,-0.9973587319878661,0.8405152406076697
NLD,2013,-0.6936257860290276,0.08377465330719512,-1.2737000655526394,0.8049334812680695
NLD,2014,-0.5796895424731711,0.12508475131854635,-1.2233278075426808,0.7964630115519257
NLD,2015,-0.6834121802098339,0.12508475131854635,-1.8007514751079596,0.829001175614557
NLD,2016,0.9280568311271764,0.03144852915948343,-1.9262018353260206,0.8724888305444808
NLD,2017,0.09411095792895707,-0.048417660329128885,-2.1982803037357987,0.9215092510511228
NLD,2018,0.17839799624268912,-0.18336398049954283,-1.9960988827923103,0.978082502838461
NLD,2019,0.2448360146782189,-0.30454026799950634,-1.8838547498445655,1.0213366102065997
NLD,2020,0.1604498151429417,-0.4119465228290195,-2.2765340130762857,1.0639155029159908
NLD,2021,-0.010801614466252635,-0.254968150385885,-2.8807826781386807,0.9455888215932265
NLD,2022,-0.020321091734627234,-0.3348343398744973,-2.439503164024444,1.0919064021215767
NLD,2023,-0.21467708596393867,-0.39266847709038905,-1.2871532677426591,1.1952509909597835
NLD,2024,,-0.46427264697673115,-1.4168765910232572,1.1535011462573348
NLD,2025,,-0.5193527776585328,-1.470316232601749,1.1644302242987383
POL,1995,,,,
POL,1996,-1.4351534007467774,-0.42296254896537994,1.3823676982863202,-2.979847150608821
POL,1997,-1.1998438220191472,-0.5634168822039739,1.4194966466596648,-2.82530386457398
POL,1998,-0.8263035004569963,-0.5661708887380641,1.3477858574205377,-2.663472243226812
POL,1999,-0.6188582249836695,-0.6735771435675771,1.2241100865457262,-2.544209383672295
POL,2000,-0.7108798385779559,-0.6570531043630369,1.1709553635882681,-2.422525707107644
POL,2001,-0.37591323219703066,-0.7286572742493788,1.1694462217159127,-2.3019512136506983
POL,2002,-0.6557461993986204,-0.7038712154425681,1.2029632514580688,-2.26937856793248
POL,2003,-0.3668895610363838,-0.5799409214085145,1.2558852444865733,-2.21859065492332
POL,2004,0.03511003110934458,-0.44774860777219067,0.9457874608358692,-2.125070527522749
POL,2005,-0.11769741129237402,-0.4890587057835419,0.8181635534293669,-1.9935124663594097
POL,2006,-0.35518853689400676,-0.44499460123810053,0.8171107718940104,-1.9078696247480662
POL,2007,-0.12126721526801415,-0.42847056203356,0.839214951123826,-1.7477227679648073
POL,2008,-0.11154941555654876,-0.5028287384539922,0.8085608084894218,-1.574660746382194
POL,2009,-0.15974176922769465,-0.4422405947040104,1.2819416750551056,-1.461915213697262
POL,2010,-0.6004142377761943,-0.3568663921472178,1.0586511754932444,-1.396649017981952
POL,2011,-0.5661044551214279,-0.2467061307836146,1.0807989373034173,-1.3069828203381328
POL,2012,-0.609636231379932,-0.21641205890862386,1.1760948986457176,-1.172967913082904
POL,2013,-0.5570807839607816,-0.22467407851089405,0.9823144663530445,-1.1340814736505962
POL,2014,-0.48558554322642794,-0.15857792169273213,0.9359290560877853,-1.114249474929326
POL,2015,-0.47973503115523913,-0.31831030066995675,0.914710645661721,-1.0114418618261032
POL,2016,-0.5511311106680472,-0.31831030066995675,0.8854196891294823,-0.8957589517091834
