estimation_id,feature_set,features,horizon,response_type,dep_col,scale_col,nobs,country_n,year_min,year_max,rank,regressor_count,status,regressor_position,regressor,contrast_weight,poland_profile_source
debt_plus_liq__h6__output,debt+liq,debt|liq,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,3,debt_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__output,debt+liq,debt|liq,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,4,liq_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__output,debt+liq,debt|liq,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,5,shock_G_I_x_debt,-0.08146573873820974,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__output,debt+liq,debt|liq,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,6,shock_G_I_x_liq,0.5755551475575922,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__output,debt+liq,debt|liq,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,7,dlog_gi_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__output,debt+liq,debt|liq,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,8,dlog_gc_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__output,debt+liq,debt|liq,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,9,dlog_y_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__output,debt+liq,debt|liq,6,output_over_initial_investment,y_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,10,i_rate_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__investment_path,debt+liq,debt|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,1,shock_G_I,1.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__investment_path,debt+liq,debt|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,2,shock_G_C,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__investment_path,debt+liq,debt|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,3,debt_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__investment_path,debt+liq,debt|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,4,liq_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__investment_path,debt+liq,debt|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,5,shock_G_I_x_debt,-0.08146573873820974,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__investment_path,debt+liq,debt|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,6,shock_G_I_x_liq,0.5755551475575922,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__investment_path,debt+liq,debt|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,7,dlog_gi_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__investment_path,debt+liq,debt|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,8,dlog_gc_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__investment_path,debt+liq,debt|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,9,dlog_y_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h6__investment_path,debt+liq,debt|liq,6,investment_path_over_initial_investment,gi_dyn_h6,gi_dyn0,431,27,2004,2019,10,10,OK,10,i_rate_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__output,debt+liq,debt|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,1,shock_G_I,1.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__output,debt+liq,debt|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,2,shock_G_C,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__output,debt+liq,debt|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,3,debt_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__output,debt+liq,debt|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,4,liq_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__output,debt+liq,debt|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,5,shock_G_I_x_debt,-0.08146573873820974,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__output,debt+liq,debt|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,6,shock_G_I_x_liq,0.5755551475575922,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__output,debt+liq,debt|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,7,dlog_gi_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__output,debt+liq,debt|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,8,dlog_gc_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__output,debt+liq,debt|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,9,dlog_y_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__output,debt+liq,debt|liq,7,output_over_initial_investment,y_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,10,i_rate_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__investment_path,debt+liq,debt|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,1,shock_G_I,1.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__investment_path,debt+liq,debt|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,2,shock_G_C,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__investment_path,debt+liq,debt|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,3,debt_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__investment_path,debt+liq,debt|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,4,liq_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__investment_path,debt+liq,debt|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,5,shock_G_I_x_debt,-0.08146573873820974,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__investment_path,debt+liq,debt|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,6,shock_G_I_x_liq,0.5755551475575922,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__investment_path,debt+liq,debt|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,7,dlog_gi_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__investment_path,debt+liq,debt|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,8,dlog_gc_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__investment_path,debt+liq,debt|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,9,dlog_y_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h7__investment_path,debt+liq,debt|liq,7,investment_path_over_initial_investment,gi_dyn_h7,gi_dyn0,405,27,2004,2018,10,10,OK,10,i_rate_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__output,debt+liq,debt|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,1,shock_G_I,1.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__output,debt+liq,debt|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,2,shock_G_C,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__output,debt+liq,debt|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,3,debt_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__output,debt+liq,debt|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,4,liq_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__output,debt+liq,debt|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,5,shock_G_I_x_debt,-0.08146573873820974,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__output,debt+liq,debt|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,6,shock_G_I_x_liq,0.5755551475575922,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__output,debt+liq,debt|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,7,dlog_gi_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__output,debt+liq,debt|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,8,dlog_gc_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__output,debt+liq,debt|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,9,dlog_y_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__output,debt+liq,debt|liq,8,output_over_initial_investment,y_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,10,i_rate_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__investment_path,debt+liq,debt|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,1,shock_G_I,1.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__investment_path,debt+liq,debt|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,2,shock_G_C,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__investment_path,debt+liq,debt|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,3,debt_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__investment_path,debt+liq,debt|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,4,liq_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__investment_path,debt+liq,debt|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,5,shock_G_I_x_debt,-0.08146573873820974,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__investment_path,debt+liq,debt|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,6,shock_G_I_x_liq,0.5755551475575922,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__investment_path,debt+liq,debt|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,7,dlog_gi_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__investment_path,debt+liq,debt|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,8,dlog_gc_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__investment_path,debt+liq,debt|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,9,dlog_y_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_liq__h8__investment_path,debt+liq,debt|liq,8,investment_path_over_initial_investment,gi_dyn_h8,gi_dyn0,378,27,2004,2017,10,10,OK,10,i_rate_lag1,0.0,"{""debt"": -0.08146573873820974, ""liq"": 0.5755551475575922}"
debt_plus_log_gdp_pc__h0__output,debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,1,shock_G_I,1.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__output,debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,2,shock_G_C,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__output,debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,3,debt_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__output,debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,4,log_gdp_pc_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__output,debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,5,shock_G_I_x_debt,-0.08146573873820974,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__output,debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,6,shock_G_I_x_log_gdp_pc,0.07401637081113775,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__output,debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,7,dlog_gi_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__output,debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,8,dlog_gc_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__output,debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,9,dlog_y_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__output,debt+log_gdp_pc,debt|log_gdp_pc,0,output_over_initial_investment,y_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,10,i_rate_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,1,shock_G_I,1.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,2,shock_G_C,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,3,debt_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,4,log_gdp_pc_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,5,shock_G_I_x_debt,-0.08146573873820974,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,6,shock_G_I_x_log_gdp_pc,0.07401637081113775,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,7,dlog_gi_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,8,dlog_gc_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,9,dlog_y_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h0__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,0,investment_path_over_initial_investment,gi_dyn_h0,gi_dyn0,583,27,2004,2025,10,10,OK,10,i_rate_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__output,debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,1,shock_G_I,1.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__output,debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,2,shock_G_C,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__output,debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,3,debt_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__output,debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,4,log_gdp_pc_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__output,debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,5,shock_G_I_x_debt,-0.08146573873820974,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__output,debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,6,shock_G_I_x_log_gdp_pc,0.07401637081113775,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__output,debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,7,dlog_gi_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__output,debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,8,dlog_gc_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__output,debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,9,dlog_y_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__output,debt+log_gdp_pc,debt|log_gdp_pc,1,output_over_initial_investment,y_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,10,i_rate_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,1,shock_G_I,1.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,2,shock_G_C,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,3,debt_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,4,log_gdp_pc_z_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,5,shock_G_I_x_debt,-0.08146573873820974,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,6,shock_G_I_x_log_gdp_pc,0.07401637081113775,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,7,dlog_gi_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,8,dlog_gc_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,9,dlog_y_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h1__investment_path,debt+log_gdp_pc,debt|log_gdp_pc,1,investment_path_over_initial_investment,gi_dyn_h1,gi_dyn0,557,27,2004,2024,10,10,OK,10,i_rate_lag1,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h2__output,debt+log_gdp_pc,debt|log_gdp_pc,2,output_over_initial_investment,y_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,OK,1,shock_G_I,1.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
debt_plus_log_gdp_pc__h2__output,debt+log_gdp_pc,debt|log_gdp_pc,2,output_over_initial_investment,y_dyn_h2,gi_dyn0,531,27,2004,2023,10,10,OK,2,shock_G_C,0.0,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775}"
