feature_set,features,horizon,response_type,dep_col,scale_col,window_start,window_end,nobs,country_n,year_min,year_max,rank,regressor_count,status,profile_country,profile_year,profile_z_values,beta_dep,se_beta_dep,p_beta_dep,beta_scale,se_beta_scale,p_beta_scale,denom_t,ratio,se_ratio,p_ratio,ci95_low,ci95_high
trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,3,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h3,gi_dyn0,2004,2022,506,27,2004,2022,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.03015384906382594,0.0407997938442767,0.4598653047064043,0.04093829782802118,0.001309558914881439,0.0,31.26113484686371,-0.736568217625952,0.987161323959511,0.4555781568802748,-2.67136885951747,1.1982324242655655
trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,4,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h4,gi_dyn0,2004,2021,481,27,2004,2021,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.015542008701544006,0.028663369518939136,0.5876631986898841,0.04086447330751885,0.001417585446714397,0.0,28.826814921267932,-0.38033057674780696,0.6995924646016174,0.5866851659008459,-1.7515066112225892,0.9908454577269754
trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,5,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h5,gi_dyn0,2004,2020,456,27,2004,2020,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",0.04431660873955429,0.0368527609806178,0.22915763991030635,0.04094949834896586,0.0014778464772570404,0.0,27.708898711163993,1.0822259252578479,0.8910212510088924,0.22452232317919352,-0.664143636179404,2.8285954866950997
trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,6,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h6,gi_dyn0,2004,2019,431,27,2004,2019,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",0.021284076811417176,0.03537399804246448,0.5473824664326681,0.041089063095265464,0.0015134656328217929,0.0,27.14898984435916,0.5179985915490407,0.8672514151759464,0.550315323979385,-1.1817829477372075,2.2177801308352887
trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,7,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h7,gi_dyn0,2004,2018,405,27,2004,2018,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.01459954807306378,0.024049956670908288,0.543817127025205,0.041353774194123595,0.001444534787497557,0.0,28.627745452750844,-0.3530402812698626,0.5794960575842502,0.5423789763802971,-1.4888316833179418,0.7827511207782167
trade+debt+log_gdp_pc,trade|debt|log_gdp_pc,8,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h8,gi_dyn0,2004,2017,378,27,2004,2017,12,12,OK,POL,2025,"{""debt"": -0.08146573873820974, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.032967077646516345,0.030566325387142095,0.28079177490312235,0.041728344390204196,0.0012879648578767056,0.0,32.39866688520998,-0.790040394084157,0.7153734334255846,0.2694305866032387,-2.192146559095064,0.6120657709267502
trade+liq,trade|liq,0,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h0,gi_dyn0,2004,2025,531,27,2004,2023,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.06487119889924593,0.02572085842621399,0.01166485219281066,0.042000074430365256,0.0011740567713932391,0.0,35.77346126160856,-1.5445496175679463,0.6183537889773223,0.012495212678419021,-2.756500773667378,-0.33259846146851424
trade+liq,trade|liq,1,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h1,gi_dyn0,2004,2024,531,27,2004,2023,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.10485611937837959,0.035202930420776254,0.0028955051706862633,0.042000074430365256,0.0011740567713932391,0.0,35.77346126160856,-2.496569846613667,0.8516624506592974,0.0033742964506460194,-4.16579757689101,-0.8273421163363242
trade+liq,trade|liq,2,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h2,gi_dyn0,2004,2023,531,27,2004,2023,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.09376332953877257,0.047071317898846665,0.04637743502010894,0.042000074430365256,0.0012715078759089054,0.0,33.03170607601825,-2.2324562708627838,1.1466924228539992,0.051550824752288005,-4.479932121001596,0.01501957927602815
trade+liq,trade|liq,3,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h3,gi_dyn0,2004,2022,506,27,2004,2022,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.07734665406704198,0.06410231831336304,0.22758143753321192,0.0420278511541278,0.0013122943264457165,0.0,32.026238555765254,-1.8403666126871518,1.5534609039725735,0.23614079789846842,-4.88509403586443,1.2043608104901267
trade+liq,trade|liq,4,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h4,gi_dyn0,2004,2021,481,27,2004,2021,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.034268698166596695,0.05930166976028762,0.563351409706615,0.041918813947898044,0.0013243835897653001,0.0,31.651565507034608,-0.8175016165579048,1.432440551669137,0.5681993300150778,-3.6250335078240985,1.990030274708289
trade+liq,trade|liq,5,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h5,gi_dyn0,2004,2020,456,27,2004,2020,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",0.03182320334908426,0.046728335941170755,0.4958551521957122,0.04203936844824366,0.001301945650475657,0.0,32.2896492898032,0.7569857617690684,1.094303886658708,0.4890937396510606,-1.3878104442241996,2.9017819677623367
trade+liq,trade|liq,6,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h6,gi_dyn0,2004,2019,431,27,2004,2019,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",0.023760002299281227,0.044989429829083126,0.5974132022692975,0.042178292658821025,0.0012781335918083145,0.0,32.99990934370703,0.5633229986684191,1.0605906273304493,0.5953211839508659,-1.5153964332400034,2.6420424305768413
trade+liq,trade|liq,7,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h7,gi_dyn0,2004,2018,405,27,2004,2018,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.032405725278586435,0.05340182975402402,0.5439650674554903,0.04261735659243702,0.001050148659934693,0.0,40.58221299362256,-0.7603879702932405,1.26612317020697,0.5481304350713758,-3.241943783890578,1.7211678433040967
trade+liq,trade|liq,8,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h8,gi_dyn0,2004,2017,378,27,2004,2017,10,10,OK,POL,2025,"{""liq"": 0.5755551475575922, ""trade"": -0.16113002632933232}",-0.07330664320566227,0.0545714133098915,0.1791697293533412,0.042917963800586045,0.0009105812562222403,0.0,47.13249202892806,-1.7080643328344778,1.2925131707116786,0.1863325942914007,-4.241343596973038,0.825214931304082
trade+liq+log_gdp_pc,trade|liq|log_gdp_pc,0,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h0,gi_dyn0,2004,2025,531,27,2004,2023,12,12,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.0786719776455482,0.03441146933658164,0.02224175115762428,0.0409976390224783,0.001400491214990861,0.0,29.273756653122476,-1.918939224827403,0.8561207749359602,0.024997899743515628,-3.5969051101184055,-0.24097333953640043
trade+liq+log_gdp_pc,trade|liq|log_gdp_pc,1,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h1,gi_dyn0,2004,2024,531,27,2004,2023,12,12,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.13286717979384183,0.05400433655458843,0.01388186963315774,0.0409976390224783,0.001400491214990861,0.0,29.273756653122476,-3.2408495455309767,1.3521967713058025,0.016542142154919892,-5.891106517301693,-0.5905925737602606
trade+liq+log_gdp_pc,trade|liq|log_gdp_pc,2,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h2,gi_dyn0,2004,2023,531,27,2004,2023,12,12,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.1170183679408871,0.06792884938097643,0.08494987795748554,0.0409976390224783,0.0015638032103358437,0.0,26.21662287908567,-2.8542708978126266,1.6881065873130794,0.09087271199439306,-6.162899011011081,0.4543572153858282
trade+liq+log_gdp_pc,trade|liq|log_gdp_pc,3,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h3,gi_dyn0,2004,2022,506,27,2004,2022,12,12,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.060704528306229376,0.0786906209245758,0.44045042260145784,0.041000289307565205,0.001751350901513995,0.0,23.410665031274757,-1.480587803926262,1.939907555604497,0.445328650038737,-5.282736746248207,2.3215611383956825
trade+liq+log_gdp_pc,trade|liq|log_gdp_pc,4,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h4,gi_dyn0,2004,2021,481,27,2004,2021,12,12,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.030787133570813818,0.06257277819010987,0.6227043549100593,0.04091542929466242,0.001880368572462957,0.0,21.75926033536622,-0.7524577916338793,1.5478025254556542,0.626863752973984,-3.786094996707101,2.281179413439342
trade+liq+log_gdp_pc,trade|liq|log_gdp_pc,5,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h5,gi_dyn0,2004,2020,456,27,2004,2020,12,12,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",0.06725409677725258,0.05784754708963743,0.24498805195347062,0.040984187156996144,0.0019243026273398646,0.0,21.298202566844825,1.6409767142538552,1.3629748064355447,0.22860232638138056,-1.0304048181952632,4.312358246702973
trade+liq+log_gdp_pc,trade|liq|log_gdp_pc,6,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h6,gi_dyn0,2004,2019,431,27,2004,2019,12,12,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",0.06813932341536479,0.042775463796665726,0.11117063009881845,0.041102889199300004,0.0019813046047104732,0.0,20.745366008628615,1.657774544387143,1.033636829392755,0.10875221499019894,-0.3681164143168283,3.683665503091114
trade+liq+log_gdp_pc,trade|liq|log_gdp_pc,7,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h7,gi_dyn0,2004,2018,405,27,2004,2018,12,12,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",0.01676921361147629,0.03961775747884891,0.6720944974400351,0.04177409450717631,0.0018035211133476663,0.0,23.1625203597622,0.4014261424289049,0.9407386425605411,0.66958781225371,-1.4423877158548541,2.245240000712664
trade+liq+log_gdp_pc,trade|liq|log_gdp_pc,8,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h8,gi_dyn0,2004,2017,378,27,2004,2017,12,12,OK,POL,2025,"{""liq"": 0.5755551475575922, ""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",0.02715103608725363,0.028496673936170308,0.340701992648917,0.04196849348158504,0.001821753802175211,0.0,23.037412317445863,0.6469385444861627,0.6796056193903728,0.34113131413777964,-0.6850639932100032,1.9789410821823288
trade+log_gdp_pc,trade|log_gdp_pc,0,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h0,gi_dyn0,2004,2025,531,27,2004,2023,10,10,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.07715975595802528,0.028994207655319737,0.007785973668946955,0.03960071765988037,0.001477623937337931,0.0,26.80026809204549,-1.9484433747067191,0.7554561199853681,0.00990404581580795,-3.42911016177841,-0.4677765876350284
trade+log_gdp_pc,trade|log_gdp_pc,1,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h1,gi_dyn0,2004,2024,531,27,2004,2023,10,10,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.126699669361906,0.04809535435199361,0.008430023203549686,0.03960071765988037,0.001477623937337931,0.0,26.80026809204549,-3.1994286176855296,1.2567654056151016,0.010903875623311077,-5.662643549707001,-0.7362136856640586
trade+log_gdp_pc,trade|log_gdp_pc,2,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h2,gi_dyn0,2004,2023,531,27,2004,2023,10,10,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.11433387647194648,0.06474959683465305,0.07743190102607334,0.03960071765988037,0.0016349018559362533,0.0,24.22207639932146,-2.8871667794995175,1.671724870704868,0.08415714358663817,-6.163687318140936,0.3893537591419012
trade+log_gdp_pc,trade|log_gdp_pc,3,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h3,gi_dyn0,2004,2022,506,27,2004,2022,10,10,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.062450130383396696,0.07466772598865551,0.4029446421962597,0.039601229649466045,0.0018306405616833293,0.0,21.63244411729385,-1.5769745267048476,1.9093352879073924,0.4088446237945411,-5.31920292541475,2.165253872005055
trade+log_gdp_pc,trade|log_gdp_pc,4,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h4,gi_dyn0,2004,2021,481,27,2004,2021,10,10,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",-0.029491689760959196,0.0633306961392116,0.6414462524664333,0.03953312251771931,0.0019748766448749633,0.0,20.018021186443416,-0.745999503270722,1.6224429862201006,0.6456596866748183,-3.9259293232317334,2.4339303166902897
trade+log_gdp_pc,trade|log_gdp_pc,5,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h5,gi_dyn0,2004,2020,456,27,2004,2020,10,10,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",0.06980839597627993,0.06003058720231766,0.24487801231933326,0.03973933724065856,0.002081570692502595,0.0,19.091034180963337,1.756657277737807,1.444765374145921,0.22403170466575761,-1.0750308216987334,4.588345377174347
trade+log_gdp_pc,trade|log_gdp_pc,6,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h6,gi_dyn0,2004,2019,431,27,2004,2019,10,10,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",0.06745252317404483,0.04872760038965696,0.16627348616345183,0.039838341011645836,0.0021476019445570847,0.0,18.550151303696076,1.6931559262050249,1.1919041709860316,0.15544848796661448,-0.642933321950667,4.0292451743607165
trade+log_gdp_pc,trade|log_gdp_pc,7,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h7,gi_dyn0,2004,2018,405,27,2004,2018,10,10,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",0.009727531264546722,0.051646296184859906,0.8506030302948424,0.040309343311090554,0.0020795998688026385,0.0,19.383220741545475,0.24132199796642007,1.272959154067981,0.8496417072623872,-2.2536320977973956,2.736276093730236
trade+log_gdp_pc,trade|log_gdp_pc,8,direct_debt_ratio_over_initial_investment,debt_dyn_ratio_h8,gi_dyn0,2004,2017,378,27,2004,2017,10,10,OK,POL,2025,"{""log_gdp_pc"": 0.07401637081113775, ""trade"": -0.16113002632933232}",0.028921503661525634,0.03123852432198259,0.3545353207915025,0.04067807025406193,0.0020664050661041303,0.0,19.68542901937121,0.7109851445973562,0.7577935422233724,0.34812587885951607,-0.7742629058774858,2.1962331950721983
